Player,Opp,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points,Week,Name,_position,_team
Isaiah Likely TE - BAL,DEN,0.0,0.0,0.0,0.0,0.0,2.04,22.45,0.19,0.0,0.0,0.0,0.0,5.43,9,Isaiah Likely,TE,BAL
Noah Fant TE - SEA Q,LAR,0.0,0.0,0.0,0.0,0.0,2.03,21.14,0.17,0.0,0.0,0.0,0.0,5.16,9,Noah Fant,TE,SEA
Dawson Knox TE - BUF,MIA,0.0,0.0,0.0,0.0,0.0,1.84,20.13,0.19,0.0,0.0,0.0,0.0,4.99,9,Dawson Knox,TE,BUF
Hunter Henry TE - NE Q,@TEN,0.0,0.0,0.0,0.0,0.0,1.94,19.94,0.17,0.0,0.0,0.0,0.0,4.95,9,Hunter Henry,TE,NE
Travis Kelce TE - KC,DEN,0.0,0.0,0.0,0.28,0.0,5.67,60.07,0.5,0.0,0.0,0.0,0.07,14.57,10,Travis Kelce,TE,KC
Sam LaPorta TE - DET Q,@HOU,0.0,0.0,0.0,0.0,0.0,5.24,54.8,0.42,0.0,0.0,0.0,0.06,13.12,10,Sam LaPorta,TE,DET
Mark Andrews TE - BAL Q,CIN,0.0,0.0,0.0,0.0,0.0,4.09,52.02,0.42,0.0,0.0,0.0,0.06,11.69,10,Mark Andrews,TE,BAL
George Kittle TE - SF,@TB,0.0,0.0,0.0,0.31,0.0,4,54.59,0.37,0.0,0.0,0.0,0.06,11.59,10,George Kittle,TE,SF
Dalton Kincaid TE - BUF,@IND,0.0,0.0,0.0,0.0,0.0,4.74,48.96,0.3,0.0,0.0,0.0,0.06,11.32,10,Dalton Kincaid,TE,BUF
Trey McBride TE - ARI,NYJ,0.0,0.0,0.0,0.0,0.0,4.67,47.92,0.29,0.0,0.0,0.0,0.06,11.08,10,Trey McBride,TE,ARI
Kyle Pitts TE - ATL,@NO,0.0,0.0,0.0,0.0,0.0,3.9,48.57,0.3,0.0,0.0,0.0,0.06,10.44,10,Kyle Pitts,TE,ATL
Jake Ferguson TE - DAL,PHI,0.0,0.0,0.0,0.0,0.0,3.97,41.31,0.31,0.0,0.0,0.0,0.06,9.84,10,Jake Ferguson,TE,DAL
Evan Engram TE - JAX,MIN,0.0,0.0,0.0,0.0,0.0,4.21,40.6,0.24,0.0,0.0,0.0,0.06,9.59,10,Evan Engram,TE,JAX
Dallas Goedert TE - PHI Q,@DAL,0.0,0.0,0.0,0.0,0.0,3.71,39.86,0.24,0.0,0.0,0.0,0.06,9.02,10,Dallas Goedert,TE,PHI
Dalton Schultz TE - HOU,DET,0.0,0.0,0.0,0.0,0.0,3.56,37.44,0.3,0.0,0.0,0.0,0.06,8.98,10,Dalton Schultz,TE,HOU
T.J. Hockenson TE - MIN PUP View News,@JAX,0.0,0.0,0.0,0.0,0.0,3.51,36.03,0.23,0.0,0.0,0.0,0.06,8.37,10,T.J. Hockenson,TE,MIN
Pat Freiermuth TE - PIT,@WAS,0.0,0.0,0.0,0.0,0.0,3.34,34.85,0.23,0.0,0.0,0.0,0.06,8.09,10,Pat Freiermuth,TE,PIT
Cole Kmet TE - CHI,NE,0.0,0.0,0.0,0.0,0.0,3.29,33.95,0.24,0.0,0.0,0.0,0.06,8.01,10,Cole Kmet,TE,CHI
Taysom Hill TE - NO,ATL,4.79,0.0,0.0,21.41,0.25,1.37,14.07,0.12,0.0,0.0,0.0,0.0,7.33,10,Taysom Hill,TE,NO
Cade Otton TE - TB,SF,0.0,0.0,0.0,0.0,0.0,2.61,26.06,0.22,0.0,0.0,0.0,0.0,6.54,10,Cade Otton,TE,TB
Ben Sinnott TE - WAS,PIT,0.0,0.0,0.0,0.0,0.0,2.36,24.78,0.17,0.0,0.0,0.0,0.0,5.86,10,Ben Sinnott,TE,WAS
Chig Okonkwo TE - TEN,@LAC,0.0,0.0,0.0,0.22,0.0,2.4,24.54,0.17,0.0,0.0,0.0,0.06,5.78,10,Chig Okonkwo,TE,TEN
Tyler Conklin TE - NYJ,@ARI,0.0,0.0,0.0,0.0,0.0,2.24,22.22,0.18,0.0,0.0,0.0,0.0,5.54,10,Tyler Conklin,TE,NYJ
Isaiah Likely TE - BAL,CIN,0.0,0.0,0.0,0.0,0.0,1.97,21.62,0.18,0.0,0.0,0.0,0.0,5.21,10,Isaiah Likely,TE,BAL
Juwan Johnson TE - NO,ATL,0.0,0.0,0.0,0.0,0.0,1.86,20.92,0.17,0.0,0.0,0.0,0.0,4.97,10,Juwan Johnson,TE,NO
Hunter Henry TE - NE Q,@CHI,0.0,0.0,0.0,0.0,0.0,1.93,19.75,0.17,0.0,0.0,0.0,0.0,4.93,10,Hunter Henry,TE,NE
Colby Parkinson TE - LAR,MIA,0.0,0.0,0.0,0.0,0.0,1.84,19.75,0.18,0.0,0.0,0.0,0.0,4.90,10,Colby Parkinson,TE,LAR
Ja'Tavion Sanders TE - CAR,NYG,0.0,0.0,0.0,0.0,0.0,1.83,20.27,0.17,0.0,0.0,0.0,0.0,4.88,10,Ja'Tavion Sanders,TE,CAR
Dawson Knox TE - BUF,@IND,0.0,0.0,0.0,0.0,0.0,1.76,19.23,0.18,0.0,0.0,0.0,0.0,4.76,10,Dawson Knox,TE,BUF
Sam LaPorta TE - DET Q,JAX,0.0,0.0,0.0,0.0,0.0,5.54,57.88,0.44,0.0,0.0,0.0,0.06,13.85,11,Sam LaPorta,TE,DET
Travis Kelce TE - KC,@BUF,0.0,0.0,0.0,0.27,0.0,5.33,56.41,0.47,0.0,0.0,0.0,0.07,13.68,11,Travis Kelce,TE,KC
George Kittle TE - SF,SEA,0.0,0.0,0.0,0.32,0.0,4.16,56.89,0.38,0.0,0.0,0.0,0.06,12.04,11,George Kittle,TE,SF
Dalton Kincaid TE - BUF,KC,0.0,0.0,0.0,0.0,0.0,4.78,49.38,0.31,0.0,0.0,0.0,0.06,11.46,11,Dalton Kincaid,TE,BUF
Mark Andrews TE - BAL Q,@PIT,0.0,0.0,0.0,0.0,0.0,3.99,50.69,0.41,0.0,0.0,0.0,0.06,11.40,11,Mark Andrews,TE,BAL
Kyle Pitts TE - ATL,@DEN,0.0,0.0,0.0,0.0,0.0,3.95,49.2,0.3,0.0,0.0,0.0,0.06,10.55,11,Kyle Pitts,TE,ATL
Jake Ferguson TE - DAL,HOU,0.0,0.0,0.0,0.0,0.0,4.03,42.01,0.31,0.0,0.0,0.0,0.06,9.97,11,Jake Ferguson,TE,DAL
Dallas Goedert TE - PHI Q,WAS,0.0,0.0,0.0,0.0,0.0,3.9,41.95,0.25,0.0,0.0,0.0,0.06,9.48,11,Dallas Goedert,TE,PHI
Evan Engram TE - JAX,@DET,0.0,0.0,0.0,0.0,0.0,4.16,40.08,0.23,0.0,0.0,0.0,0.06,9.43,11,Evan Engram,TE,JAX
David Njoku TE - CLE Q,@NO,0.0,0.0,0.0,0.0,0.0,3.71,38.87,0.29,0.0,0.0,0.0,0.06,9.22,11,David Njoku,TE,CLE
Dalton Schultz TE - HOU,@DAL,0.0,0.0,0.0,0.0,0.0,3.46,36.33,0.29,0.0,0.0,0.0,0.06,8.71,11,Dalton Schultz,TE,HOU
T.J. Hockenson TE - MIN PUP View News,@TEN,0.0,0.0,0.0,0.0,0.0,3.6,37.01,0.23,0.0,0.0,0.0,0.06,8.56,11,T.J. Hockenson,TE,MIN
Brock Bowers TE - LV Q,@MIA,0.0,0.0,0.0,0.0,0.0,3.12,35.17,0.28,0.0,0.0,0.0,0.06,8.20,11,Brock Bowers,TE,LV
Cole Kmet TE - CHI,GB,0.0,0.0,0.0,0.0,0.0,3.2,33.07,0.23,0.0,0.0,0.0,0.06,7.77,11,Cole Kmet,TE,CHI
Pat Freiermuth TE - PIT,BAL,0.0,0.0,0.0,0.0,0.0,3.19,33.31,0.22,0.0,0.0,0.0,0.06,7.72,11,Pat Freiermuth,TE,PIT
Taysom Hill TE - NO,CLE,4.66,0.0,0.0,20.83,0.24,1.33,13.69,0.12,0.0,0.0,0.0,0.0,7.13,11,Taysom Hill,TE,NO
Luke Musgrave TE - GB,@CHI,0.0,0.0,0.0,0.0,0.0,2.38,27.55,0.18,0.0,0.0,0.0,0.0,6.22,11,Luke Musgrave,TE,GB
Chig Okonkwo TE - TEN,MIN,0.0,0.0,0.0,0.23,0.0,2.47,25.22,0.17,0.0,0.0,0.0,0.06,5.92,11,Chig Okonkwo,TE,TEN
Ben Sinnott TE - WAS,@PHI,0.0,0.0,0.0,0.0,0.0,2.29,24.11,0.17,0.0,0.0,0.0,0.0,5.72,11,Ben Sinnott,TE,WAS
Tyler Conklin TE - NYJ,IND,0.0,0.0,0.0,0.0,0.0,2.25,22.32,0.18,0.0,0.0,0.0,0.0,5.56,11,Tyler Conklin,TE,NYJ
Tucker Kraft TE - GB Q,@CHI,0.0,0.0,0.0,0.0,0.0,2.05,21.31,0.17,0.0,0.0,0.0,0.0,5.20,11,Tucker Kraft,TE,GB
Isaiah Likely TE - BAL,@PIT,0.0,0.0,0.0,0.0,0.0,1.91,21.06,0.18,0.0,0.0,0.0,0.0,5.10,11,Isaiah Likely,TE,BAL
Hunter Henry TE - NE Q,LAR,0.0,0.0,0.0,0.0,0.0,1.98,20.31,0.17,0.0,0.0,0.0,0.0,5.03,11,Hunter Henry,TE,NE
Colby Parkinson TE - LAR,@NE,0.0,0.0,0.0,0.0,0.0,1.84,19.75,0.18,0.0,0.0,0.0,0.0,4.90,11,Colby Parkinson,TE,LAR
Juwan Johnson TE - NO,CLE,0.0,0.0,0.0,0.0,0.0,1.81,20.35,0.17,0.0,0.0,0.0,0.0,4.87,11,Juwan Johnson,TE,NO
Travis Kelce TE - KC,@CAR,0.0,0.0,0.0,0.28,0.0,5.56,58.85,0.49,0.0,0.0,0.0,0.07,14.27,12,Travis Kelce,TE,KC
Sam LaPorta TE - DET Q,@IND,0.0,0.0,0.0,0.0,0.0,5.36,55.98,0.43,0.0,0.0,0.0,0.06,13.42,12,Sam LaPorta,TE,DET
Mark Andrews TE - BAL Q,@LAC,0.0,0.0,0.0,0.0,0.0,4.11,52.25,0.42,0.0,0.0,0.0,0.06,11.74,12,Mark Andrews,TE,BAL
George Kittle TE - SF,@GB,0.0,0.0,0.0,0.3,0.0,3.96,54.13,0.37,0.0,0.0,0.0,0.06,11.50,12,George Kittle,TE,SF
Trey McBride TE - ARI,@SEA,0.0,0.0,0.0,0.0,0.0,4.65,47.7,0.29,0.0,0.0,0.0,0.06,11.04,12,Trey McBride,TE,ARI
Jake Ferguson TE - DAL,@WAS,0.0,0.0,0.0,0.0,0.0,3.93,40.96,0.3,0.0,0.0,0.0,0.06,9.71,12,Jake Ferguson,TE,DAL
David Njoku TE - CLE Q,PIT,0.0,0.0,0.0,0.0,0.0,3.79,39.73,0.3,0.0,0.0,0.0,0.06,9.44,12,David Njoku,TE,CLE
Dalton Schultz TE - HOU,TEN,0.0,0.0,0.0,0.0,0.0,3.65,38.39,0.31,0.0,0.0,0.0,0.06,9.23,12,Dalton Schultz,TE,HOU
Dallas Goedert TE - PHI Q,@LAR,0.0,0.0,0.0,0.0,0.0,3.73,40.04,0.24,0.0,0.0,0.0,0.06,9.05,12,Dallas Goedert,TE,PHI
Brock Bowers TE - LV Q,DEN,0.0,0.0,0.0,0.0,0.0,3.23,36.46,0.29,0.0,0.0,0.0,0.06,8.50,12,Brock Bowers,TE,LV
T.J. Hockenson TE - MIN PUP View News,@CHI,0.0,0.0,0.0,0.0,0.0,3.52,36.19,0.23,0.0,0.0,0.0,0.06,8.40,12,T.J. Hockenson,TE,MIN
Cole Kmet TE - CHI,MIN,0.0,0.0,0.0,0.0,0.0,3.27,33.8,0.24,0.0,0.0,0.0,0.06,7.97,12,Cole Kmet,TE,CHI
Pat Freiermuth TE - PIT,@CLE,0.0,0.0,0.0,0.0,0.0,3.21,33.46,0.22,0.0,0.0,0.0,0.06,7.76,12,Pat Freiermuth,TE,PIT
Cade Otton TE - TB,@NYG,0.0,0.0,0.0,0.0,0.0,2.67,26.65,0.22,0.0,0.0,0.0,0.0,6.66,12,Cade Otton,TE,TB
Luke Musgrave TE - GB,SF,0.0,0.0,0.0,0.0,0.0,2.41,27.8,0.19,0.0,0.0,0.0,0.0,6.33,12,Luke Musgrave,TE,GB
Ben Sinnott TE - WAS,DAL,0.0,0.0,0.0,0.0,0.0,2.38,25.01,0.17,0.0,0.0,0.0,0.0,5.90,12,Ben Sinnott,TE,WAS
Chig Okonkwo TE - TEN,@HOU,0.0,0.0,0.0,0.23,0.0,2.43,24.77,0.17,0.0,0.0,0.0,0.06,5.83,12,Chig Okonkwo,TE,TEN
Noah Fant TE - SEA Q,ARI,0.0,0.0,0.0,0.0,0.0,2.1,21.89,0.18,0.0,0.0,0.0,0.0,5.37,12,Noah Fant,TE,SEA
Isaiah Likely TE - BAL,@LAC,0.0,0.0,0.0,0.0,0.0,1.97,21.71,0.19,0.0,0.0,0.0,0.0,5.28,12,Isaiah Likely,TE,BAL
Tucker Kraft TE - GB Q,SF,0.0,0.0,0.0,0.0,0.0,2.07,21.5,0.17,0.0,0.0,0.0,0.0,5.24,12,Tucker Kraft,TE,GB
Hunter Henry TE - NE Q,@MIA,0.0,0.0,0.0,0.0,0.0,1.93,19.85,0.17,0.0,0.0,0.0,0.0,4.94,12,Hunter Henry,TE,NE
Colby Parkinson TE - LAR,PHI,0.0,0.0,0.0,0.0,0.0,1.82,19.58,0.18,0.0,0.0,0.0,0.0,4.86,12,Colby Parkinson,TE,LAR
Ja'Tavion Sanders TE - CAR,KC,0.0,0.0,0.0,0.0,0.0,1.78,19.72,0.17,0.0,0.0,0.0,0.0,4.77,12,Ja'Tavion Sanders,TE,CAR
Michael Mayer TE - LV,DEN,0.0,0.0,0.0,0.0,0.0,1.81,19.29,0.13,0.0,0.0,0.0,0.0,4.52,12,Michael Mayer,TE,LV
Gerald Everett TE - CHI,MIN,0.0,0.0,0.0,0.0,0.0,1.76,18.19,0.12,0.0,0.0,0.0,0.0,4.30,12,Gerald Everett,TE,CHI
Travis Kelce TE - KC,LV,0.0,0.0,0.0,0.28,0.0,5.56,58.85,0.49,0.0,0.0,0.0,0.07,14.27,13,Travis Kelce,TE,KC
Sam LaPorta TE - DET Q,CHI,0.0,0.0,0.0,0.0,0.0,5.54,57.88,0.44,0.0,0.0,0.0,0.06,13.85,13,Sam LaPorta,TE,DET
Mark Andrews TE - BAL Q,PHI,0.0,0.0,0.0,0.0,0.0,4.15,52.69,0.43,0.0,0.0,0.0,0.06,11.88,13,Mark Andrews,TE,BAL
George Kittle TE - SF,@BUF,0.0,0.0,0.0,0.3,0.0,3.95,53.9,0.36,0.0,0.0,0.0,0.06,11.41,13,George Kittle,TE,SF
Trey McBride TE - ARI,@MIN,0.0,0.0,0.0,0.0,0.0,4.7,48.13,0.29,0.0,0.0,0.0,0.06,11.13,13,Trey McBride,TE,ARI
Dalton Kincaid TE - BUF,SF,0.0,0.0,0.0,0.0,0.0,4.6,47.49,0.29,0.0,0.0,0.0,0.06,10.97,13,Dalton Kincaid,TE,BUF
Kyle Pitts TE - ATL,LAC,0.0,0.0,0.0,0.0,0.0,4.04,50.27,0.31,0.0,0.0,0.0,0.06,10.81,13,Kyle Pitts,TE,ATL
Jake Ferguson TE - DAL,NYG,0.0,0.0,0.0,0.0,0.0,4.08,42.53,0.31,0.0,0.0,0.0,0.06,10.07,13,Jake Ferguson,TE,DAL
Evan Engram TE - JAX,HOU,0.0,0.0,0.0,0.0,0.0,4.23,40.78,0.24,0.0,0.0,0.0,0.06,9.63,13,Evan Engram,TE,JAX
David Njoku TE - CLE Q,@DEN,0.0,0.0,0.0,0.0,0.0,3.79,39.73,0.3,0.0,0.0,0.0,0.06,9.44,13,David Njoku,TE,CLE
T.J. Hockenson TE - MIN PUP View News,ARI,0.0,0.0,0.0,0.0,0.0,3.68,37.83,0.24,0.0,0.0,0.0,0.06,8.78,13,T.J. Hockenson,TE,MIN
Dallas Goedert TE - PHI Q,@BAL,0.0,0.0,0.0,0.0,0.0,3.6,38.64,0.23,0.0,0.0,0.0,0.06,8.72,13,Dallas Goedert,TE,PHI
Dalton Schultz TE - HOU,@JAX,0.0,0.0,0.0,0.0,0.0,3.46,36.33,0.29,0.0,0.0,0.0,0.06,8.71,13,Dalton Schultz,TE,HOU
Brock Bowers TE - LV Q,@KC,0.0,0.0,0.0,0.0,0.0,3.04,34.37,0.28,0.0,0.0,0.0,0.06,8.04,13,Brock Bowers,TE,LV
Cole Kmet TE - CHI,@DET,0.0,0.0,0.0,0.0,0.0,3.22,33.22,0.23,0.0,0.0,0.0,0.06,7.80,13,Cole Kmet,TE,CHI
Pat Freiermuth TE - PIT,@CIN,0.0,0.0,0.0,0.0,0.0,3.18,33.15,0.22,0.0,0.0,0.0,0.06,7.70,13,Pat Freiermuth,TE,PIT
Taysom Hill TE - NO,LAR,4.88,0.0,0.0,21.79,0.25,1.39,14.32,0.13,0.0,0.0,0.0,0.0,7.48,13,Taysom Hill,TE,NO
Luke Musgrave TE - GB,MIA,0.0,0.0,0.0,0.0,0.0,2.55,29.53,0.2,0.0,0.0,0.0,0.0,6.70,13,Luke Musgrave,TE,GB
Cade Otton TE - TB,@CAR,0.0,0.0,0.0,0.0,0.0,2.67,26.65,0.22,0.0,0.0,0.0,0.0,6.66,13,Cade Otton,TE,TB
Ben Sinnott TE - WAS,TEN,0.0,0.0,0.0,0.0,0.0,2.49,26.13,0.18,0.0,0.0,0.0,0.0,6.18,13,Ben Sinnott,TE,WAS
Chig Okonkwo TE - TEN,@WAS,0.0,0.0,0.0,0.24,0.0,2.53,25.79,0.18,0.0,0.0,0.0,0.06,6.09,13,Chig Okonkwo,TE,TEN
Tyler Conklin TE - NYJ,SEA,0.0,0.0,0.0,0.0,0.0,2.27,22.5,0.18,0.0,0.0,0.0,0.0,5.60,13,Tyler Conklin,TE,NYJ
Tucker Kraft TE - GB Q,MIA,0.0,0.0,0.0,0.0,0.0,2.2,22.84,0.18,0.0,0.0,0.0,0.0,5.56,13,Tucker Kraft,TE,GB
Isaiah Likely TE - BAL,PHI,0.0,0.0,0.0,0.0,0.0,1.99,21.89,0.19,0.0,0.0,0.0,0.0,5.32,13,Isaiah Likely,TE,BAL
Juwan Johnson TE - NO,LAR,0.0,0.0,0.0,0.0,0.0,1.9,21.29,0.18,0.0,0.0,0.0,0.0,5.11,13,Juwan Johnson,TE,NO
Travis Kelce TE - KC,LAC,0.0,0.0,0.0,0.27,0.0,5.49,58.12,0.48,0.0,0.0,0.0,0.07,14.07,14,Travis Kelce,TE,KC
Sam LaPorta TE - DET Q,GB,0.0,0.0,0.0,0.0,0.0,5.38,56.22,0.43,0.0,0.0,0.0,0.06,13.46,14,Sam LaPorta,TE,DET
George Kittle TE - SF,CHI,0.0,0.0,0.0,0.31,0.0,4.08,55.74,0.38,0.0,0.0,0.0,0.06,11.85,14,George Kittle,TE,SF
Trey McBride TE - ARI,SEA,0.0,0.0,0.0,0.0,0.0,4.82,49.42,0.3,0.0,0.0,0.0,0.06,11.44,14,Trey McBride,TE,ARI
Dalton Kincaid TE - BUF,@LAR,0.0,0.0,0.0,0.0,0.0,4.76,49.17,0.31,0.0,0.0,0.0,0.06,11.42,14,Dalton Kincaid,TE,BUF
Kyle Pitts TE - ATL,@MIN,0.0,0.0,0.0,0.0,0.0,3.9,48.57,0.3,0.0,0.0,0.0,0.06,10.44,14,Kyle Pitts,TE,ATL
Jake Ferguson TE - DAL,CIN,0.0,0.0,0.0,0.0,0.0,3.95,41.13,0.3,0.0,0.0,0.0,0.06,9.74,14,Jake Ferguson,TE,DAL
Evan Engram TE - JAX,@TEN,0.0,0.0,0.0,0.0,0.0,4.18,40.25,0.24,0.0,0.0,0.0,0.06,9.53,14,Evan Engram,TE,JAX
Dallas Goedert TE - PHI Q,CAR,0.0,0.0,0.0,0.0,0.0,3.92,42.13,0.25,0.0,0.0,0.0,0.06,9.51,14,Dallas Goedert,TE,PHI
David Njoku TE - CLE Q,@PIT,0.0,0.0,0.0,0.0,0.0,3.66,38.35,0.29,0.0,0.0,0.0,0.06,9.12,14,David Njoku,TE,CLE
T.J. Hockenson TE - MIN PUP View News,ATL,0.0,0.0,0.0,0.0,0.0,3.59,36.85,0.23,0.0,0.0,0.0,0.06,8.54,14,T.J. Hockenson,TE,MIN
Brock Bowers TE - LV Q,@TB,0.0,0.0,0.0,0.0,0.0,3.16,35.66,0.29,0.0,0.0,0.0,0.06,8.35,14,Brock Bowers,TE,LV
Pat Freiermuth TE - PIT,CLE,0.0,0.0,0.0,0.0,0.0,3.32,34.69,0.23,0.0,0.0,0.0,0.06,8.05,14,Pat Freiermuth,TE,PIT
Cole Kmet TE - CHI,@SF,0.0,0.0,0.0,0.0,0.0,3.1,32.06,0.23,0.0,0.0,0.0,0.06,7.57,14,Cole Kmet,TE,CHI
Taysom Hill TE - NO,@NYG,4.75,0.0,0.0,21.22,0.25,1.36,13.94,0.12,0.0,0.0,0.0,0.0,7.29,14,Taysom Hill,TE,NO
Cade Otton TE - TB,LV,0.0,0.0,0.0,0.0,0.0,2.68,26.77,0.22,0.0,0.0,0.0,0.0,6.68,14,Cade Otton,TE,TB
Luke Musgrave TE - GB,@DET,0.0,0.0,0.0,0.0,0.0,2.43,28.05,0.19,0.0,0.0,0.0,0.0,6.38,14,Luke Musgrave,TE,GB
Chig Okonkwo TE - TEN,JAX,0.0,0.0,0.0,0.23,0.0,2.49,25.45,0.17,0.0,0.0,0.0,0.06,5.96,14,Chig Okonkwo,TE,TEN
Tyler Conklin TE - NYJ,@MIA,0.0,0.0,0.0,0.0,0.0,2.16,21.47,0.18,0.0,0.0,0.0,0.0,5.39,14,Tyler Conklin,TE,NYJ
Tucker Kraft TE - GB Q,@DET,0.0,0.0,0.0,0.0,0.0,2.09,21.69,0.17,0.0,0.0,0.0,0.0,5.28,14,Tucker Kraft,TE,GB
Noah Fant TE - SEA Q,@ARI,0.0,0.0,0.0,0.0,0.0,2.03,21.14,0.17,0.0,0.0,0.0,0.0,5.16,14,Noah Fant,TE,SEA
Juwan Johnson TE - NO,@NYG,0.0,0.0,0.0,0.0,0.0,1.85,20.73,0.17,0.0,0.0,0.0,0.0,4.94,14,Juwan Johnson,TE,NO
Colby Parkinson TE - LAR,BUF,0.0,0.0,0.0,0.0,0.0,1.81,19.49,0.18,0.0,0.0,0.0,0.0,4.84,14,Colby Parkinson,TE,LAR
Dawson Knox TE - BUF,@LAR,0.0,0.0,0.0,0.0,0.0,1.77,19.31,0.18,0.0,0.0,0.0,0.0,4.78,14,Dawson Knox,TE,BUF
Ja'Tavion Sanders TE - CAR,@PHI,0.0,0.0,0.0,0.0,0.0,1.76,19.53,0.17,0.0,0.0,0.0,0.0,4.73,14,Ja'Tavion Sanders,TE,CAR
Sam LaPorta TE - DET Q,BUF,0.0,0.0,0.0,0.0,0.0,5.53,57.25,0.48,0.0,0.0,0.0,0.07,14.00,15,Sam LaPorta,TE,DET
Travis Kelce TE - KC,@CLE,0.0,0.0,0.0,0.24,0.0,5.38,57.3,0.43,0.0,0.0,0.0,0.06,13.59,15,Travis Kelce,TE,KC
George Kittle TE - SF,LAR,0.0,0.0,0.0,0.32,0.0,4.1,55.97,0.38,0.0,0.0,0.0,0.06,11.89,15,George Kittle,TE,SF
Mark Andrews TE - BAL Q,@NYG,0.0,0.0,0.0,0.0,0.0,4.15,52.69,0.43,0.0,0.0,0.0,0.06,11.88,15,Mark Andrews,TE,BAL
Trey McBride TE - ARI,NE,0.0,0.0,0.0,0.0,0.0,4.84,49.63,0.3,0.0,0.0,0.0,0.06,11.48,15,Trey McBride,TE,ARI
Dalton Kincaid TE - BUF,@DET,0.0,0.0,0.0,0.0,0.0,4.74,48.96,0.3,0.0,0.0,0.0,0.06,11.32,15,Dalton Kincaid,TE,BUF
Kyle Pitts TE - ATL,@LV,0.0,0.0,0.0,0.0,0.0,3.92,48.78,0.3,0.0,0.0,0.0,0.06,10.48,15,Kyle Pitts,TE,ATL
Jake Ferguson TE - DAL,@CAR,0.0,0.0,0.0,0.0,0.0,3.98,41.48,0.31,0.0,0.0,0.0,0.06,9.87,15,Jake Ferguson,TE,DAL
Evan Engram TE - JAX,NYJ,0.0,0.0,0.0,0.0,0.0,4.12,39.72,0.23,0.0,0.0,0.0,0.06,9.35,15,Evan Engram,TE,JAX
Dalton Schultz TE - HOU,MIA,0.0,0.0,0.0,0.0,0.0,3.64,38.23,0.31,0.0,0.0,0.0,0.06,9.20,15,Dalton Schultz,TE,HOU
David Njoku TE - CLE Q,KC,0.0,0.0,0.0,0.0,0.0,3.69,38.69,0.29,0.0,0.0,0.0,0.06,9.18,15,David Njoku,TE,CLE
Dallas Goedert TE - PHI Q,PIT,0.0,0.0,0.0,0.0,0.0,3.77,40.56,0.24,0.0,0.0,0.0,0.06,9.15,15,Dallas Goedert,TE,PHI
T.J. Hockenson TE - MIN PUP View News,CHI,0.0,0.0,0.0,0.0,0.0,3.62,37.18,0.23,0.0,0.0,0.0,0.06,8.60,15,T.J. Hockenson,TE,MIN
Brock Bowers TE - LV Q,ATL,0.0,0.0,0.0,0.0,0.0,3.22,36.3,0.29,0.0,0.0,0.0,0.06,8.47,15,Brock Bowers,TE,LV
Cole Kmet TE - CHI,@MIN,0.0,0.0,0.0,0.0,0.0,3.24,33.51,0.24,0.0,0.0,0.0,0.06,7.91,15,Cole Kmet,TE,CHI
Pat Freiermuth TE - PIT,@PHI,0.0,0.0,0.0,0.0,0.0,3.25,33.92,0.23,0.0,0.0,0.0,0.06,7.90,15,Pat Freiermuth,TE,PIT
Taysom Hill TE - NO,WAS,4.88,0.0,0.0,21.79,0.25,1.39,14.32,0.13,0.0,0.0,0.0,0.0,7.48,15,Taysom Hill,TE,NO
Luke Musgrave TE - GB,@SEA,0.0,0.0,0.0,0.0,0.0,2.48,28.66,0.19,0.0,0.0,0.0,0.0,6.49,15,Luke Musgrave,TE,GB
Cade Otton TE - TB,@LAC,0.0,0.0,0.0,0.0,0.0,2.54,25.36,0.21,0.0,0.0,0.0,0.0,6.34,15,Cade Otton,TE,TB
Chig Okonkwo TE - TEN,CIN,0.0,0.0,0.0,0.23,0.0,2.45,25,0.17,0.0,0.0,0.0,0.06,5.87,15,Chig Okonkwo,TE,TEN
Ben Sinnott TE - WAS,@NO,0.0,0.0,0.0,0.0,0.0,2.29,24.11,0.17,0.0,0.0,0.0,0.0,5.72,15,Ben Sinnott,TE,WAS
Tyler Conklin TE - NYJ,@JAX,0.0,0.0,0.0,0.0,0.0,2.19,21.75,0.18,0.0,0.0,0.0,0.0,5.45,15,Tyler Conklin,TE,NYJ
Tucker Kraft TE - GB Q,@SEA,0.0,0.0,0.0,0.0,0.0,2.13,22.17,0.18,0.0,0.0,0.0,0.0,5.43,15,Tucker Kraft,TE,GB
Isaiah Likely TE - BAL,@NYG,0.0,0.0,0.0,0.0,0.0,1.99,21.89,0.19,0.0,0.0,0.0,0.0,5.32,15,Isaiah Likely,TE,BAL
Noah Fant TE - SEA Q,GB,0.0,0.0,0.0,0.0,0.0,2.05,21.33,0.18,0.0,0.0,0.0,0.0,5.26,15,Noah Fant,TE,SEA
Travis Kelce TE - KC,HOU,0.0,0.0,0.0,0.28,0.0,5.51,58.36,0.48,0.0,0.0,0.0,0.07,14.11,16,Travis Kelce,TE,KC
Sam LaPorta TE - DET Q,@CHI,0.0,0.0,0.0,0.0,0.0,5.26,55.04,0.42,0.0,0.0,0.0,0.06,13.16,16,Sam LaPorta,TE,DET
Dalton Kincaid TE - BUF,NE,0.0,0.0,0.0,0.0,0.0,4.93,50.85,0.32,0.0,0.0,0.0,0.06,11.82,16,Dalton Kincaid,TE,BUF
