Player,Opp,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points,Week,Name,_position,_team
Mark Andrews TE - BAL Q,PIT,0.0,0.0,0.0,0.0,0.0,4.08,51.8,0.42,0.0,0.0,0.0,0.06,11.66,16,Mark Andrews,TE,BAL
George Kittle TE - SF,@MIA,0.0,0.0,0.0,0.31,0.0,3.98,54.36,0.37,0.0,0.0,0.0,0.06,11.55,16,George Kittle,TE,SF
Trey McBride TE - ARI,@CAR,0.0,0.0,0.0,0.0,0.0,4.8,49.2,0.3,0.0,0.0,0.0,0.06,11.40,16,Trey McBride,TE,ARI
Kyle Pitts TE - ATL,NYG,0.0,0.0,0.0,0.0,0.0,4,49.84,0.3,0.0,0.0,0.0,0.06,10.66,16,Kyle Pitts,TE,ATL
Jake Ferguson TE - DAL,TB,0.0,0.0,0.0,0.0,0.0,4,41.66,0.31,0.0,0.0,0.0,0.06,9.91,16,Jake Ferguson,TE,DAL
Evan Engram TE - JAX,@LV,0.0,0.0,0.0,0.0,0.0,4.18,40.25,0.24,0.0,0.0,0.0,0.06,9.53,16,Evan Engram,TE,JAX
Dallas Goedert TE - PHI Q,@WAS,0.0,0.0,0.0,0.0,0.0,3.77,40.56,0.24,0.0,0.0,0.0,0.06,9.15,16,Dallas Goedert,TE,PHI
David Njoku TE - CLE Q,@CIN,0.0,0.0,0.0,0.0,0.0,3.64,38.17,0.28,0.0,0.0,0.0,0.06,9.02,16,David Njoku,TE,CLE
T.J. Hockenson TE - MIN PUP View News,@SEA,0.0,0.0,0.0,0.0,0.0,3.57,36.68,0.23,0.0,0.0,0.0,0.06,8.50,16,T.J. Hockenson,TE,MIN
Brock Bowers TE - LV Q,JAX,0.0,0.0,0.0,0.0,0.0,3.22,36.3,0.29,0.0,0.0,0.0,0.06,8.47,16,Brock Bowers,TE,LV
Dalton Schultz TE - HOU,@KC,0.0,0.0,0.0,0.0,0.0,3.35,35.21,0.28,0.0,0.0,0.0,0.06,8.43,16,Dalton Schultz,TE,HOU
Cole Kmet TE - CHI,DET,0.0,0.0,0.0,0.0,0.0,3.22,33.22,0.23,0.0,0.0,0.0,0.06,7.80,16,Cole Kmet,TE,CHI
Pat Freiermuth TE - PIT,@BAL,0.0,0.0,0.0,0.0,0.0,3.09,32.23,0.22,0.0,0.0,0.0,0.05,7.53,16,Pat Freiermuth,TE,PIT
Taysom Hill TE - NO,@GB,4.66,0.0,0.0,20.83,0.24,1.33,13.69,0.12,0.0,0.0,0.0,0.0,7.13,16,Taysom Hill,TE,NO
Luke Musgrave TE - GB,NO,0.0,0.0,0.0,0.0,0.0,2.52,29.16,0.19,0.0,0.0,0.0,0.0,6.58,16,Luke Musgrave,TE,GB
Cade Otton TE - TB,@DAL,0.0,0.0,0.0,0.0,0.0,2.6,25.94,0.22,0.0,0.0,0.0,0.0,6.51,16,Cade Otton,TE,TB
Chig Okonkwo TE - TEN,@IND,0.0,0.0,0.0,0.23,0.0,2.45,25,0.17,0.0,0.0,0.0,0.06,5.87,16,Chig Okonkwo,TE,TEN
Ben Sinnott TE - WAS,PHI,0.0,0.0,0.0,0.0,0.0,2.36,24.78,0.17,0.0,0.0,0.0,0.0,5.86,16,Ben Sinnott,TE,WAS
Tyler Conklin TE - NYJ,LAR,0.0,0.0,0.0,0.0,0.0,2.26,22.41,0.18,0.0,0.0,0.0,0.0,5.58,16,Tyler Conklin,TE,NYJ
Tucker Kraft TE - GB Q,NO,0.0,0.0,0.0,0.0,0.0,2.17,22.55,0.18,0.0,0.0,0.0,0.0,5.51,16,Tucker Kraft,TE,GB
Noah Fant TE - SEA Q,MIN,0.0,0.0,0.0,0.0,0.0,2.08,21.61,0.18,0.0,0.0,0.0,0.0,5.32,16,Noah Fant,TE,SEA
Isaiah Likely TE - BAL,PIT,0.0,0.0,0.0,0.0,0.0,1.96,21.52,0.18,0.0,0.0,0.0,0.0,5.19,16,Isaiah Likely,TE,BAL
Travis Kelce TE - KC,@PIT,0.0,0.0,0.0,0.24,0.0,5.24,55.84,0.42,0.0,0.0,0.0,0.06,13.25,17,Travis Kelce,TE,KC
Sam LaPorta TE - DET Q,@SF,0.0,0.0,0.0,0.0,0.0,5.18,53.7,0.45,0.0,0.0,0.0,0.06,13.13,17,Sam LaPorta,TE,DET
George Kittle TE - SF,DET,0.0,0.0,0.0,0.32,0.0,4.11,56.2,0.38,0.0,0.0,0.0,0.06,11.92,17,George Kittle,TE,SF
Mark Andrews TE - BAL Q,@HOU,0.0,0.0,0.0,0.0,0.0,4.06,51.58,0.42,0.0,0.0,0.0,0.06,11.62,17,Mark Andrews,TE,BAL
Dalton Kincaid TE - BUF,NYJ,0.0,0.0,0.0,0.0,0.0,4.72,48.75,0.3,0.0,0.0,0.0,0.06,11.28,17,Dalton Kincaid,TE,BUF
Trey McBride TE - ARI,@LAR,0.0,0.0,0.0,0.0,0.0,4.61,47.28,0.29,0.0,0.0,0.0,0.06,10.96,17,Trey McBride,TE,ARI
Kyle Pitts TE - ATL,@WAS,0.0,0.0,0.0,0.0,0.0,3.97,49.42,0.3,0.0,0.0,0.0,0.06,10.59,17,Kyle Pitts,TE,ATL
Evan Engram TE - JAX,TEN,0.0,0.0,0.0,0.0,0.0,4.31,41.48,0.24,0.0,0.0,0.0,0.06,9.78,17,Evan Engram,TE,JAX
David Njoku TE - CLE Q,MIA,0.0,0.0,0.0,0.0,0.0,3.79,39.73,0.3,0.0,0.0,0.0,0.06,9.44,17,David Njoku,TE,CLE
Jake Ferguson TE - DAL,@PHI,0.0,0.0,0.0,0.0,0.0,3.8,39.56,0.29,0.0,0.0,0.0,0.06,9.38,17,Jake Ferguson,TE,DAL
Dallas Goedert TE - PHI Q,DAL,0.0,0.0,0.0,0.0,0.0,3.81,40.91,0.24,0.0,0.0,0.0,0.06,9.22,17,Dallas Goedert,TE,PHI
Dalton Schultz TE - HOU,BAL,0.0,0.0,0.0,0.0,0.0,3.43,36.01,0.29,0.0,0.0,0.0,0.06,8.65,17,Dalton Schultz,TE,HOU
T.J. Hockenson TE - MIN PUP View News,GB,0.0,0.0,0.0,0.0,0.0,3.57,36.68,0.23,0.0,0.0,0.0,0.06,8.50,17,T.J. Hockenson,TE,MIN
Brock Bowers TE - LV Q,@NO,0.0,0.0,0.0,0.0,0.0,3.1,35.01,0.28,0.0,0.0,0.0,0.06,8.16,17,Brock Bowers,TE,LV
Cole Kmet TE - CHI,SEA,0.0,0.0,0.0,0.0,0.0,3.3,34.09,0.24,0.0,0.0,0.0,0.06,8.03,17,Cole Kmet,TE,CHI
Pat Freiermuth TE - PIT,KC,0.0,0.0,0.0,0.0,0.0,3.15,32.85,0.22,0.0,0.0,0.0,0.06,7.64,17,Pat Freiermuth,TE,PIT
Taysom Hill TE - NO,LV,4.9,0.0,0.0,21.89,0.25,1.4,14.38,0.13,0.0,0.0,0.0,0.0,7.50,17,Taysom Hill,TE,NO
Cade Otton TE - TB,CAR,0.0,0.0,0.0,0.0,0.0,2.74,27.36,0.23,0.0,0.0,0.0,0.0,6.86,17,Cade Otton,TE,TB
Luke Musgrave TE - GB,@MIN,0.0,0.0,0.0,0.0,0.0,2.47,28.54,0.19,0.0,0.0,0.0,0.0,6.46,17,Luke Musgrave,TE,GB
Ben Sinnott TE - WAS,ATL,0.0,0.0,0.0,0.0,0.0,2.4,25.23,0.18,0.0,0.0,0.0,0.0,6.00,17,Ben Sinnott,TE,WAS
Chig Okonkwo TE - TEN,@JAX,0.0,0.0,0.0,0.23,0.0,2.46,25.11,0.17,0.0,0.0,0.0,0.06,5.89,17,Chig Okonkwo,TE,TEN
Tucker Kraft TE - GB Q,@MIN,0.0,0.0,0.0,0.0,0.0,2.12,22.07,0.18,0.0,0.0,0.0,0.0,5.41,17,Tucker Kraft,TE,GB
Tyler Conklin TE - NYJ,@BUF,0.0,0.0,0.0,0.0,0.0,2.12,20.99,0.17,0.0,0.0,0.0,0.0,5.24,17,Tyler Conklin,TE,NYJ
Isaiah Likely TE - BAL,@HOU,0.0,0.0,0.0,0.0,0.0,1.95,21.43,0.18,0.0,0.0,0.0,0.0,5.17,17,Isaiah Likely,TE,BAL
Juwan Johnson TE - NO,LV,0.0,0.0,0.0,0.0,0.0,1.91,21.39,0.18,0.0,0.0,0.0,0.0,5.13,17,Juwan Johnson,TE,NO
Sam LaPorta TE - DET Q,MIN,0.0,0.0,0.0,0.0,0.0,5.53,57.25,0.48,0.0,0.0,0.0,0.07,14.00,18,Sam LaPorta,TE,DET
Travis Kelce TE - KC,@DEN,0.0,0.0,0.0,0.24,0.0,5.24,55.84,0.42,0.0,0.0,0.0,0.06,13.25,18,Travis Kelce,TE,KC
Mark Andrews TE - BAL Q,CLE,0.0,0.0,0.0,0.0,0.0,4.09,52.02,0.42,0.0,0.0,0.0,0.06,11.69,18,Mark Andrews,TE,BAL
Dalton Kincaid TE - BUF,@NE,0.0,0.0,0.0,0.0,0.0,4.72,48.75,0.3,0.0,0.0,0.0,0.06,11.28,18,Dalton Kincaid,TE,BUF
George Kittle TE - SF,@ARI,0.0,0.0,0.0,0.3,0.0,3.88,52.98,0.36,0.0,0.0,0.0,0.06,11.25,18,George Kittle,TE,SF
Kyle Pitts TE - ATL,CAR,0.0,0.0,0.0,0.0,0.0,4.1,51.12,0.31,0.0,0.0,0.0,0.06,10.95,18,Kyle Pitts,TE,ATL
Trey McBride TE - ARI,SF,0.0,0.0,0.0,0.0,0.0,4.49,45.99,0.28,0.0,0.0,0.0,0.06,10.65,18,Trey McBride,TE,ARI
Jake Ferguson TE - DAL,WAS,0.0,0.0,0.0,0.0,0.0,4.03,42.01,0.31,0.0,0.0,0.0,0.06,9.97,18,Jake Ferguson,TE,DAL
Evan Engram TE - JAX,@IND,0.0,0.0,0.0,0.0,0.0,4.11,39.55,0.23,0.0,0.0,0.0,0.06,9.33,18,Evan Engram,TE,JAX
Dallas Goedert TE - PHI Q,NYG,0.0,0.0,0.0,0.0,0.0,3.77,40.56,0.24,0.0,0.0,0.0,0.06,9.15,18,Dallas Goedert,TE,PHI
Dalton Schultz TE - HOU,@TEN,0.0,0.0,0.0,0.0,0.0,3.52,36.96,0.3,0.0,0.0,0.0,0.06,8.90,18,Dalton Schultz,TE,HOU
David Njoku TE - CLE Q,@BAL,0.0,0.0,0.0,0.0,0.0,3.57,37.48,0.28,0.0,0.0,0.0,0.06,8.88,18,David Njoku,TE,CLE
T.J. Hockenson TE - MIN PUP View News,@DET,0.0,0.0,0.0,0.0,0.0,3.51,36.03,0.23,0.0,0.0,0.0,0.06,8.37,18,T.J. Hockenson,TE,MIN
Brock Bowers TE - LV Q,LAC,0.0,0.0,0.0,0.0,0.0,3.16,35.66,0.29,0.0,0.0,0.0,0.06,8.35,18,Brock Bowers,TE,LV
Pat Freiermuth TE - PIT,CIN,0.0,0.0,0.0,0.0,0.0,3.26,34.08,0.23,0.0,0.0,0.0,0.06,7.93,18,Pat Freiermuth,TE,PIT
Cole Kmet TE - CHI,@GB,0.0,0.0,0.0,0.0,0.0,3.13,32.35,0.23,0.0,0.0,0.0,0.06,7.63,18,Cole Kmet,TE,CHI
Taysom Hill TE - NO,@TB,4.68,0.0,0.0,20.93,0.24,1.34,13.75,0.12,0.0,0.0,0.0,0.0,7.16,18,Taysom Hill,TE,NO
Cade Otton TE - TB,NO,0.0,0.0,0.0,0.0,0.0,2.68,26.77,0.22,0.0,0.0,0.0,0.0,6.68,18,Cade Otton,TE,TB
Luke Musgrave TE - GB,CHI,0.0,0.0,0.0,0.0,0.0,2.5,28.91,0.19,0.0,0.0,0.0,0.0,6.53,18,Luke Musgrave,TE,GB
Chig Okonkwo TE - TEN,HOU,0.0,0.0,0.0,0.23,0.0,2.46,25.11,0.17,0.0,0.0,0.0,0.06,5.89,18,Chig Okonkwo,TE,TEN
Ben Sinnott TE - WAS,@DAL,0.0,0.0,0.0,0.0,0.0,2.34,24.56,0.17,0.0,0.0,0.0,0.0,5.82,18,Ben Sinnott,TE,WAS
Tyler Conklin TE - NYJ,MIA,0.0,0.0,0.0,0.0,0.0,2.21,21.94,0.18,0.0,0.0,0.0,0.0,5.48,18,Tyler Conklin,TE,NYJ
Tucker Kraft TE - GB Q,CHI,0.0,0.0,0.0,0.0,0.0,2.15,22.36,0.18,0.0,0.0,0.0,0.0,5.47,18,Tucker Kraft,TE,GB
Isaiah Likely TE - BAL,CLE,0.0,0.0,0.0,0.0,0.0,1.97,21.62,0.18,0.0,0.0,0.0,0.0,5.21,18,Isaiah Likely,TE,BAL
Hunter Henry TE - NE Q,BUF,0.0,0.0,0.0,0.0,0.0,1.99,20.41,0.17,0.0,0.0,0.0,0.0,5.05,18,Hunter Henry,TE,NE
