Player,Opp,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points,Week,Name,_position,_team
Davante Adams WR - LV Q,@DEN,0.0,0.0,0.0,0.28,0.0,4.99,61.61,0.39,0.0,0.0,0.0,0.06,13.40,5,Davante Adams,WR,LV
DK Metcalf WR - SEA,NYG,0.0,0.0,0.0,0.3,0.0,4.37,62.54,0.47,0.0,0.0,0.0,0.06,13.35,5,DK Metcalf,WR,SEA
Stefon Diggs WR - HOU,BUF,0.0,0.0,0.0,0.31,0.0,4.89,59.63,0.43,0.0,0.0,0.0,0.06,13.34,5,Stefon Diggs,WR,HOU
Christian Kirk WR - JAX Q,IND,0.0,0.0,0.0,0.67,0.0,4.91,62.53,0.36,0.0,0.0,0.0,0.06,13.27,5,Christian Kirk,WR,JAX
Chris Olave WR - NO,@KC,0.0,0.0,0.0,0.27,0.0,4.79,64.9,0.33,0.0,0.0,0.0,0.05,13.19,5,Chris Olave,WR,NO
Tee Higgins WR - CIN,BAL,0.0,0.0,0.0,0.3,0.0,4.42,63.05,0.42,0.0,0.0,0.0,0.06,13.16,5,Tee Higgins,WR,CIN
Mike Evans WR - TB,@ATL,0.0,0.0,0.0,0.28,0.0,4.19,62.78,0.45,0.0,0.0,0.0,0.06,13.08,5,Mike Evans,WR,TB
Marvin Harrison Jr. WR - ARI,@SF,0.0,0.0,0.0,0.39,0.0,4.47,62.98,0.39,0.0,0.0,0.0,0.06,13.03,5,Marvin Harrison Jr.,WR,ARI
Tank Dell WR - HOU,BUF,0.0,0.0,0.0,3.99,0.0,4.6,58.95,0.36,0.0,0.0,0.0,0.06,12.93,5,Tank Dell,WR,HOU
Michael Pittman WR - IND,@JAX,0.0,0.0,0.0,0.29,0.0,5.32,59.21,0.29,0.0,0.0,0.0,0.06,12.89,5,Michael Pittman,WR,IND
Keenan Allen WR - CHI,CAR,0.0,0.0,0.0,0.66,0.0,5.02,55.71,0.36,0.0,0.0,0.0,0.06,12.70,5,Keenan Allen,WR,CHI
Zay Flowers WR - BAL,@CIN,0.0,0.0,0.0,2.98,0.0,4.73,54.39,0.35,0.0,0.0,0.0,0.06,12.45,5,Zay Flowers,WR,BAL
Chris Godwin WR - TB,@ATL,0.0,0.0,0.0,1.48,0.0,4.95,55.71,0.28,0.0,0.0,0.0,0.06,12.23,5,Chris Godwin,WR,TB
Rome Odunze WR - CHI,CAR,0.0,0.0,0.0,0.42,0.0,4.27,57.82,0.36,0.0,0.0,0.0,0.06,12.13,5,Rome Odunze,WR,CHI
George Pickens WR - PIT,DAL,0.0,0.0,0.0,0.57,0.0,4.02,60.63,0.34,0.0,0.0,0.0,0.06,12.06,5,George Pickens,WR,PIT
Malik Nabers WR - NYG,@SEA,0.0,0.0,0.0,0.84,0.0,4.26,57.82,0.34,0.0,0.0,0.0,0.06,12.05,5,Malik Nabers,WR,NYG
Jayden Reed WR - GB,@LAR,0.0,0.0,0.0,4.55,0.06,4.25,53.01,0.3,0.0,0.0,0.0,0.06,12.05,5,Jayden Reed,WR,GB
Jordan Addison WR - MIN Q,NYJ,0.0,0.0,0.0,1.07,0.0,4.13,57.21,0.34,0.0,0.0,0.0,0.06,11.88,5,Jordan Addison,WR,MIN
Terry McLaurin WR - WAS,CLE,0.0,0.0,0.0,0.34,0.0,4.23,56.31,0.28,0.0,0.0,0.0,0.06,11.46,5,Terry McLaurin,WR,WAS
Diontae Johnson WR - CAR,@CHI,0.0,0.0,0.0,0.8,0.0,4.83,50.59,0.25,0.0,0.0,0.0,0.06,11.35,5,Diontae Johnson,WR,CAR
Xavier Worthy WR - KC,NO,0.0,0.0,0.0,1.31,0.0,3.81,51.03,0.37,0.0,0.0,0.0,0.0,11.26,5,Xavier Worthy,WR,KC
Jaxon Smith-Njigba WR - SEA,NYG,0.0,0.0,0.0,0.67,0.0,4.48,48.38,0.33,0.0,0.0,0.0,0.07,11.23,5,Jaxon Smith-Njigba,WR,SEA
Tyler Lockett WR - SEA Q,NYG,0.0,0.0,0.0,0.33,0.0,4.21,50.56,0.33,0.0,0.0,0.0,0.07,11.14,5,Tyler Lockett,WR,SEA
Marquise Brown WR - KC Q,NO,0.0,0.0,0.0,0.88,0.0,3.5,48.57,0.38,0.0,0.0,0.0,0.06,10.61,5,Marquise Brown,WR,KC
Christian Watson WR - GB,@LAR,0.0,0.0,0.0,1.62,0.0,3.37,46.54,0.36,0.0,0.0,0.0,0.06,10.23,5,Christian Watson,WR,GB
Jerry Jeudy WR - CLE,@WAS,0.0,0.0,0.0,0.8,0.0,3.67,46.92,0.31,0.0,0.0,0.0,0.06,10.18,5,Jerry Jeudy,WR,CLE
Brian Thomas Jr. WR - JAX,IND,0.0,0.0,0.0,0.86,0.0,3.61,46.68,0.31,0.0,0.0,0.0,0.06,10.10,5,Brian Thomas Jr.,WR,JAX
Romeo Doubs WR - GB,@LAR,0.0,0.0,0.0,0.3,0.0,3.61,44.98,0.3,0.0,0.0,0.0,0.06,9.82,5,Romeo Doubs,WR,GB
Rashid Shaheed WR - NO Q View News,@KC,0.0,0.0,0.0,3.21,0.0,3.21,43.24,0.25,0.06,0.0,0.0,0.06,9.60,5,Rashid Shaheed,WR,NO
Mike Williams WR - NYJ Q View News,@MIN,0.0,0.0,0.0,0.3,0.0,3.29,45.16,0.3,0.0,0.0,0.0,0.06,9.52,5,Mike Williams,WR,NYJ
Demario Douglas WR - NE,MIA,0.0,0.0,0.0,2.22,0.0,3.77,41.5,0.24,0.0,0.0,0.0,0.06,9.46,5,Demario Douglas,WR,NE
Khalil Shakir WR - BUF,@HOU,0.0,0.0,0.0,0.46,0.0,3.51,41.57,0.29,0.0,0.0,0.0,0.0,9.45,5,Khalil Shakir,WR,BUF
Courtland Sutton WR - DEN,LV,0.0,0.0,0.0,0.28,0.0,3.3,44.49,0.28,0.0,0.0,0.0,0.06,9.34,5,Courtland Sutton,WR,DEN
Gabe Davis WR - JAX,IND,0.0,0.0,0.0,0.31,0.0,3.07,44.26,0.31,0.0,0.0,0.0,0.06,9.27,5,Gabe Davis,WR,JAX
Jalen McMillan WR - TB,@ATL,0.0,0.0,0.0,1.46,0.0,3.64,38.63,0.27,0.0,0.0,0.0,0.0,9.27,5,Jalen McMillan,WR,TB
Ricky Pearsall WR - SF Q,ARI,0.0,0.0,0.0,1.09,0.0,3.26,39.66,0.32,0.0,0.0,0.0,0.0,9.26,5,Ricky Pearsall,WR,SF
Keon Coleman WR - BUF,@HOU,0.0,0.0,0.0,0.29,0.0,3.22,42.62,0.29,0.0,0.0,0.0,0.06,9.13,5,Keon Coleman,WR,BUF
Dontayvion Wicks WR - GB,@LAR,0.0,0.0,0.0,0.95,0.0,3.14,40.86,0.3,0.0,0.0,0.0,0.0,9.12,5,Dontayvion Wicks,WR,GB
Brandin Cooks WR - DAL Q,@PIT,0.0,0.0,0.0,0.99,0.0,3.15,39.18,0.29,0.0,0.0,0.0,0.06,8.79,5,Brandin Cooks,WR,DAL
Malachi Corley WR - NYJ,@MIN,0.0,0.0,0.0,2.48,0.0,3.45,36.3,0.24,0.0,0.0,0.0,0.0,8.77,5,Malachi Corley,WR,NYJ
Josh Downs WR - IND Q,@JAX,0.0,0.0,0.0,1.17,0.0,3.46,38.25,0.23,0.0,0.0,0.0,0.06,8.66,5,Josh Downs,WR,IND
Xavier Legette WR - CAR,@CHI,0.0,0.0,0.0,1.19,0.0,3.04,38.65,0.27,0.0,0.0,0.0,0.0,8.64,5,Xavier Legette,WR,CAR
Jakobi Meyers WR - LV,@DEN,0.68,0.0,0.0,1.19,0.0,3.39,38.29,0.23,0.0,0.0,0.0,0.06,8.63,5,Jakobi Meyers,WR,LV
Curtis Samuel WR - BUF Q,@HOU,0.0,0.0,0.0,5.08,0.06,3.29,34.55,0.18,0.0,0.0,0.0,0.06,8.57,5,Curtis Samuel,WR,BUF
Roman Wilson WR - PIT Q,DAL,0.0,0.0,0.0,1.64,0.0,2.82,37.95,0.23,0.0,0.0,0.0,0.0,8.16,5,Roman Wilson,WR,PIT
Adonai Mitchell WR - IND,@JAX,0.0,0.0,0.0,0.47,0.0,2.92,38.07,0.23,0.0,0.0,0.0,0.0,8.15,5,Adonai Mitchell,WR,IND
Ja'Lynn Polk WR - NE,MIA,0.0,0.0,0.0,0.79,0.0,3.06,36.29,0.23,0.0,0.0,0.0,0.0,8.15,5,Ja'Lynn Polk,WR,NE
Troy Franklin WR - DEN,LV,0.0,0.0,0.0,0.34,0.0,2.99,36.96,0.23,0.0,0.0,0.0,0.0,8.10,5,Troy Franklin,WR,DEN
Wan'Dale Robinson WR - NYG,@SEA,0.0,0.0,0.0,3.04,0.0,3.2,32.77,0.22,0.0,0.0,0.0,0.06,7.98,5,Wan'Dale Robinson,WR,NYG
Darnell Mooney WR - ATL,TB,0.0,0.0,0.0,0.77,0.0,2.74,36.75,0.24,0.0,0.0,0.0,0.0,7.93,5,Darnell Mooney,WR,ATL
Marvin Mims Jr. WR - DEN View News,LV,0.0,0.0,0.0,1.66,0.0,2.64,35.64,0.17,0.06,0.0,0.0,0.0,7.75,5,Marvin Mims Jr.,WR,DEN
Adam Thielen WR - CAR,@CHI,0.0,0.0,0.0,0.31,0.0,3.24,32.25,0.21,0.0,0.0,0.0,0.05,7.66,5,Adam Thielen,WR,CAR
Jermaine Burton WR - CIN,BAL,0.0,0.0,0.0,0.6,0.0,2.65,33.47,0.24,0.0,0.0,0.0,0.0,7.50,5,Jermaine Burton,WR,CIN
Michael Wilson WR - ARI,@SF,0.0,0.0,0.0,0.27,0.0,2.62,35.06,0.22,0.0,0.0,0.0,0.0,7.47,5,Michael Wilson,WR,ARI
Rashod Bateman WR - BAL,@CIN,0.0,0.0,0.0,0.29,0.0,2.57,32.6,0.23,0.0,0.0,0.0,0.0,7.24,5,Rashod Bateman,WR,BAL
Jauan Jennings WR - SF Q,ARI,0.0,0.0,0.0,0.71,0.0,2.63,32.18,0.21,0.0,0.0,0.0,0.0,7.18,5,Jauan Jennings,WR,SF
Devontez Walker WR - BAL,@CIN,0.0,0.0,0.0,0.52,0.0,2.5,30.49,0.23,0.0,0.0,0.0,0.0,6.98,5,Devontez Walker,WR,BAL
Greg Dortch WR - ARI,@SF,0.0,0.0,0.0,1.33,0.0,2.87,28.41,0.17,0.0,0.0,0.0,0.0,6.86,5,Greg Dortch,WR,ARI
Darius Slayton WR - NYG,@SEA,0.0,0.0,0.0,0.28,0.0,2.14,30.93,0.17,0.0,0.0,0.0,0.0,6.28,5,Darius Slayton,WR,NYG
Kendrick Bourne WR - NE PUP View News,MIA,0.0,0.0,0.0,0.67,0.0,2.16,27.37,0.17,0.0,0.0,0.0,0.0,5.98,5,Kendrick Bourne,WR,NE
Elijah Moore WR - CLE,@WAS,0.0,0.0,0.0,1.07,0.0,2.25,24.41,0.18,0.0,0.0,0.0,0.0,5.88,5,Elijah Moore,WR,CLE
Odell Beckham Jr. WR - MIA PUP View News,@NE,0.0,0.0,0.0,0.42,0.0,2.06,25.61,0.18,0.0,0.0,0.0,0.0,5.74,5,Odell Beckham Jr.,WR,MIA
Javon Baker WR - NE,MIA,0.0,0.0,0.0,1.08,0.0,2,24.07,0.17,0.0,0.0,0.0,0.0,5.54,5,Javon Baker,WR,NE
Demarcus Robinson WR - LAR,GB,0.0,0.0,0.0,0.43,0.0,1.91,23.93,0.18,0.0,0.0,0.0,0.0,5.43,5,Demarcus Robinson,WR,LAR
Zay Jones WR - ARI SUS,@SF,0.0,0.0,0.0,0.38,0.0,2.05,24.29,0.16,0.0,0.0,0.0,0.05,5.38,5,Zay Jones,WR,ARI
K.J. Osborn WR - NE,MIA,0.0,0.0,0.0,0.33,0.0,1.84,23.75,0.17,0.0,0.0,0.0,0.0,5.27,5,K.J. Osborn,WR,NE
Jalen Tolbert WR - DAL,@PIT,0.0,0.0,0.0,0.29,0.0,1.82,21,0.12,0.0,0.0,0.0,0.0,4.67,5,Jalen Tolbert,WR,DAL
JuJu Smith-Schuster WR - KC,NO,0.0,0.0,0.0,0.2,0.0,1.84,19.65,0.13,0.0,0.0,0.0,0.0,4.61,5,JuJu Smith-Schuster,WR,KC
Josh Reynolds WR - DEN Q View News,LV,0.0,0.0,0.0,0.28,0.0,1.7,21.54,0.11,0.0,0.0,0.0,0.0,4.54,5,Josh Reynolds,WR,DEN
Tyler Scott WR - CHI,CAR,0.0,0.0,0.0,2.18,0.0,1.64,18.84,0.12,0.0,0.0,0.0,0.0,4.46,5,Tyler Scott,WR,CHI
Jalin Hyatt WR - NYG,@SEA,0.0,0.0,0.0,0.22,0.0,1.48,22.14,0.11,0.0,0.0,0.0,0.0,4.38,5,Jalin Hyatt,WR,NYG
Tre Tucker WR - LV,@DEN,0.0,0.0,0.0,1.92,0.0,1.65,17.76,0.11,0.0,0.0,0.0,0.0,4.28,5,Tre Tucker,WR,LV
Malik Washington WR - MIA,@NE,0.0,0.0,0.0,1.51,0.0,1.45,18.3,0.12,0.0,0.0,0.0,0.0,4.15,5,Malik Washington,WR,MIA
A.T. Perry WR - NO,@KC,0.0,0.0,0.0,0.27,0.0,1.41,19.84,0.11,0.0,0.0,0.0,0.0,4.08,5,A.T. Perry,WR,NO
Jake Bobo WR - SEA,NYG,0.0,0.0,0.0,0.3,0.0,1.49,18.26,0.12,0.0,0.0,0.0,0.0,4.07,5,Jake Bobo,WR,SEA
Marquez Valdes-Scantling WR - BUF Q,@HOU,0.0,0.0,0.0,0.3,0.0,1.3,19.6,0.12,0.0,0.0,0.0,0.0,4.01,5,Marquez Valdes-Scantling,WR,BUF
Alec Pierce WR - IND,@JAX,0.0,0.0,0.0,0.23,0.0,1.28,19.26,0.12,0.0,0.0,0.0,0.0,3.95,5,Alec Pierce,WR,IND
Trey Palmer WR - TB Q,@ATL,0.0,0.0,0.0,1.02,0.0,1.41,17.62,0.11,0.0,0.0,0.0,0.0,3.93,5,Trey Palmer,WR,TB
Cedric Tillman WR - CLE,@WAS,0.0,0.0,0.0,0.3,0.0,1.33,17.8,0.12,0.0,0.0,0.0,0.0,3.86,5,Cedric Tillman,WR,CLE
Van Jefferson WR - PIT,DAL,0.0,0.0,0.0,0.68,0.0,1.37,17.47,0.11,0.0,0.0,0.0,0.0,3.85,5,Van Jefferson,WR,PIT
Jonathan Mingo WR - CAR,@CHI,0.0,0.0,0.0,0.43,0.0,1.41,16.97,0.11,0.0,0.0,0.0,0.0,3.81,5,Jonathan Mingo,WR,CAR
Parker Washington WR - JAX,IND,0.0,0.0,0.0,0.48,0.0,1.45,15.52,0.12,0.0,0.0,0.0,0.0,3.77,5,Parker Washington,WR,JAX
Andrei Iosivas WR - CIN,BAL,0.0,0.0,0.0,0.36,0.0,1.32,16.29,0.12,0.0,0.0,0.0,0.0,3.71,5,Andrei Iosivas,WR,CIN
Ced Wilson WR - NO,@KC,0.0,0.0,0.0,0.33,0.0,1.22,15.36,0.11,0.0,0.0,0.0,0.0,3.45,5,Ced Wilson,WR,NO
Braxton Berrios WR - MIA,@NE,0.0,0.0,0.0,0.68,0.0,1.27,12.62,0.08,0.06,0.0,0.0,0.0,3.44,5,Braxton Berrios,WR,MIA
CeeDee Lamb WR - DAL EXE View News,DET,0.0,0.0,0.0,4.5,0.06,7,88.54,0.55,0.0,0.0,0.0,0.06,19.84,6,CeeDee Lamb,WR,DAL
Ja'Marr Chase WR - CIN View News,@NYG,0.0,0.0,0.0,0.97,0.0,6.37,82.92,0.49,0.0,0.0,0.0,0.06,17.58,6,Ja'Marr Chase,WR,CIN
Amon-Ra St. Brown WR - DET,@DAL,0.0,0.0,0.0,2.17,0.0,6.69,77.45,0.42,0.0,0.0,0.0,0.06,17.05,6,Amon-Ra St. Brown,WR,DET
Garrett Wilson WR - NYJ,BUF,0.0,0.0,0.0,1.88,0.0,6.01,76.31,0.49,0.0,0.0,0.0,0.06,16.65,6,Garrett Wilson,WR,NYJ
A.J. Brown WR - PHI,CLE,0.0,0.0,0.0,0.36,0.0,5.46,82.03,0.49,0.0,0.0,0.0,0.06,16.52,6,A.J. Brown,WR,PHI
Drake London WR - ATL,@CAR,0.0,0.0,0.0,0.66,0.0,5.14,67.05,0.42,0.0,0.0,0.0,0.06,14.31,6,Drake London,WR,ATL
Chris Olave WR - NO,TB,0.0,0.0,0.0,0.29,0.0,5.16,69.86,0.35,0.0,0.0,0.0,0.06,14.16,6,Chris Olave,WR,NO
Deebo Samuel Sr. WR - SF,@SEA,0.0,0.0,0.0,14.72,0.19,3.9,55.37,0.37,0.0,0.0,0.0,0.06,14.15,6,Deebo Samuel Sr.,WR,SF
Brandon Aiyuk WR - SF,@SEA,0.0,0.0,0.0,0.31,0.0,4.71,69.05,0.43,0.0,0.0,0.0,0.06,14.11,6,Brandon Aiyuk,WR,SF
Nico Collins WR - HOU,@NE,0.0,0.0,0.0,0.61,0.0,4.72,67.9,0.42,0.0,0.0,0.0,0.06,13.97,6,Nico Collins,WR,HOU
Davante Adams WR - LV Q,PIT,0.0,0.0,0.0,0.28,0.0,5.04,62.17,0.4,0.0,0.0,0.0,0.06,13.57,6,Davante Adams,WR,LV
DeVonta Smith WR - PHI,CLE,0.0,0.0,0.0,0.36,0.0,5.16,63.25,0.36,0.0,0.0,0.0,0.06,13.56,6,DeVonta Smith,WR,PHI
Zay Flowers WR - BAL,WAS,0.0,0.0,0.0,3.23,0.0,5.12,58.96,0.38,0.0,0.0,0.0,0.06,13.50,6,Zay Flowers,WR,BAL
Marvin Harrison Jr. WR - ARI,@GB,0.0,0.0,0.0,0.4,0.0,4.64,65.36,0.4,0.0,0.0,0.0,0.06,13.50,6,Marvin Harrison Jr.,WR,ARI
DJ Moore WR - CHI,JAX,0.0,0.0,0.0,1.42,0.0,4.51,63.14,0.42,0.0,0.0,0.0,0.06,13.37,6,DJ Moore,WR,CHI
Tee Higgins WR - CIN,@NYG,0.0,0.0,0.0,0.3,0.0,4.48,63.86,0.42,0.0,0.0,0.0,0.06,13.30,6,Tee Higgins,WR,CIN
Stefon Diggs WR - HOU,@NE,0.0,0.0,0.0,0.3,0.0,4.85,59.12,0.42,0.0,0.0,0.0,0.06,13.19,6,Stefon Diggs,WR,HOU
Christian Kirk WR - JAX Q,@CHI,0.0,0.0,0.0,0.66,0.0,4.87,62,0.36,0.0,0.0,0.0,0.06,13.18,6,Christian Kirk,WR,JAX
Mike Evans WR - TB,@NO,0.0,0.0,0.0,0.28,0.0,4.19,62.78,0.45,0.0,0.0,0.0,0.06,13.08,6,Mike Evans,WR,TB
Michael Pittman WR - IND,@TEN,0.0,0.0,0.0,0.29,0.0,5.39,60,0.29,0.0,0.0,0.0,0.06,13.04,6,Michael Pittman,WR,IND
Amari Cooper WR - CLE,@PHI,0.0,0.0,0.0,0.29,0.0,4.32,63.52,0.4,0.0,0.0,0.0,0.06,12.98,6,Amari Cooper,WR,CLE
Tank Dell WR - HOU,@NE,0.0,0.0,0.0,3.96,0.0,4.56,58.45,0.36,0.0,0.0,0.0,0.06,12.84,6,Tank Dell,WR,HOU
DK Metcalf WR - SEA,SF,0.0,0.0,0.0,0.28,0.0,4.18,59.81,0.45,0.0,0.0,0.0,0.06,12.77,6,DK Metcalf,WR,SEA
Keenan Allen WR - CHI,JAX,0.0,0.0,0.0,0.65,0.0,4.97,55.23,0.36,0.0,0.0,0.0,0.06,12.60,6,Keenan Allen,WR,CHI
Jayden Reed WR - GB,ARI,0.0,0.0,0.0,4.72,0.06,4.41,55.08,0.31,0.0,0.0,0.0,0.06,12.49,6,Jayden Reed,WR,GB
Chris Godwin WR - TB,@NO,0.0,0.0,0.0,1.48,0.0,4.95,55.71,0.28,0.0,0.0,0.0,0.06,12.23,6,Chris Godwin,WR,TB
George Pickens WR - PIT,@LV,0.0,0.0,0.0,0.57,0.0,4.07,61.46,0.34,0.0,0.0,0.0,0.06,12.19,6,George Pickens,WR,PIT
Malik Nabers WR - NYG,CIN,0.0,0.0,0.0,0.85,0.0,4.3,58.35,0.34,0.0,0.0,0.0,0.06,12.14,6,Malik Nabers,WR,NYG
Rome Odunze WR - CHI,JAX,0.0,0.0,0.0,0.42,0.0,4.24,57.32,0.36,0.0,0.0,0.0,0.06,12.05,6,Rome Odunze,WR,CHI
Diontae Johnson WR - CAR,ATL,0.0,0.0,0.0,0.84,0.0,5.01,52.52,0.26,0.0,0.0,0.0,0.06,11.79,6,Diontae Johnson,WR,CAR
Calvin Ridley WR - TEN,IND,0.0,0.0,0.0,1.89,0.0,4.07,54.98,0.34,0.0,0.0,0.0,0.06,11.68,6,Calvin Ridley,WR,TEN
Terry McLaurin WR - WAS,@BAL,0.0,0.0,0.0,0.33,0.0,4.15,55.27,0.28,0.0,0.0,0.0,0.06,11.27,6,Terry McLaurin,WR,WAS
Josh Palmer WR - LAC,@DEN,0.0,0.0,0.0,0.46,0.0,3.92,48.98,0.4,0.0,0.0,0.0,0.07,11.12,6,Josh Palmer,WR,LAC
Jaxon Smith-Njigba WR - SEA,SF,0.0,0.0,0.0,0.64,0.0,4.29,46.27,0.32,0.0,0.0,0.0,0.06,10.78,6,Jaxon Smith-Njigba,WR,SEA
Tyler Lockett WR - SEA Q,SF,0.0,0.0,0.0,0.31,0.0,4.03,48.36,0.31,0.0,0.0,0.0,0.06,10.64,6,Tyler Lockett,WR,SEA
Christian Watson WR - GB,ARI,0.0,0.0,0.0,1.69,0.0,3.5,48.35,0.37,0.0,0.0,0.0,0.06,10.60,6,Christian Watson,WR,GB
DeAndre Hopkins WR - TEN Q,IND,0.0,0.0,0.0,0.52,0.0,3.87,49.12,0.29,0.0,0.0,0.0,0.06,10.45,6,DeAndre Hopkins,WR,TEN
Rashid Shaheed WR - NO Q View News,TB,0.0,0.0,0.0,3.46,0.0,3.46,46.54,0.27,0.06,0.0,0.0,0.07,10.30,6,Rashid Shaheed,WR,NO
Romeo Doubs WR - GB,ARI,0.0,0.0,0.0,0.31,0.0,3.75,46.73,0.31,0.0,0.0,0.0,0.06,10.19,6,Romeo Doubs,WR,GB
Ladd McConkey WR - LAC,@DEN,0.0,0.0,0.0,0.59,0.0,3.57,43.47,0.35,0.0,0.0,0.0,0.0,10.08,6,Ladd McConkey,WR,LAC
Brian Thomas Jr. WR - JAX,@CHI,0.0,0.0,0.0,0.85,0.0,3.58,46.29,0.3,0.0,0.0,0.0,0.06,9.97,6,Brian Thomas Jr.,WR,JAX
Jerry Jeudy WR - CLE,@PHI,0.0,0.0,0.0,0.77,0.0,3.54,45.28,0.3,0.0,0.0,0.0,0.06,9.83,6,Jerry Jeudy,WR,CLE
Mike Williams WR - NYJ Q View News,BUF,0.0,0.0,0.0,0.31,0.0,3.3,45.36,0.31,0.0,0.0,0.0,0.06,9.61,6,Mike Williams,WR,NYJ
Dontayvion Wicks WR - GB,ARI,0.0,0.0,0.0,0.99,0.0,3.27,42.46,0.31,0.0,0.0,0.0,0.0,9.48,6,Dontayvion Wicks,WR,GB
Khalil Shakir WR - BUF,@NYJ,0.0,0.0,0.0,0.46,0.0,3.49,41.38,0.29,0.0,0.0,0.0,0.0,9.41,6,Khalil Shakir,WR,BUF
Demario Douglas WR - NE,HOU,0.0,0.0,0.0,2.2,0.0,3.74,41.12,0.24,0.0,0.0,0.0,0.06,9.39,6,Demario Douglas,WR,NE
Jalen McMillan WR - TB,@NO,0.0,0.0,0.0,1.46,0.0,3.64,38.63,0.27,0.0,0.0,0.0,0.0,9.27,6,Jalen McMillan,WR,TB
Courtland Sutton WR - DEN,LAC,0.0,0.0,0.0,0.28,0.0,3.27,44.08,0.28,0.0,0.0,0.0,0.06,9.27,6,Courtland Sutton,WR,DEN
Gabe Davis WR - JAX,@CHI,0.0,0.0,0.0,0.3,0.0,3.04,43.88,0.3,0.0,0.0,0.0,0.06,9.14,6,Gabe Davis,WR,JAX
Brandin Cooks WR - DAL Q,DET,0.0,0.0,0.0,1.03,0.0,3.27,40.75,0.3,0.0,0.0,0.0,0.06,9.13,6,Brandin Cooks,WR,DAL
Keon Coleman WR - BUF,@NYJ,0.0,0.0,0.0,0.29,0.0,3.2,42.43,0.29,0.0,0.0,0.0,0.06,9.09,6,Keon Coleman,WR,BUF
Jameson Williams WR - DET,@DAL,0.0,0.0,0.0,1.85,0.0,2.99,42.29,0.3,0.0,0.0,0.0,0.06,9.08,6,Jameson Williams,WR,DET
Xavier Legette WR - CAR,ATL,0.0,0.0,0.0,1.24,0.0,3.16,40.13,0.28,0.0,0.0,0.0,0.0,8.98,6,Xavier Legette,WR,CAR
Ricky Pearsall WR - SF Q,@SEA,0.0,0.0,0.0,1.04,0.0,3.13,38.07,0.31,0.0,0.0,0.0,0.0,8.90,6,Ricky Pearsall,WR,SF
Josh Downs WR - IND Q,@TEN,0.0,0.0,0.0,1.19,0.0,3.5,38.76,0.24,0.0,0.0,0.0,0.06,8.82,6,Josh Downs,WR,IND
Malachi Corley WR - NYJ,BUF,0.0,0.0,0.0,2.49,0.0,3.47,36.45,0.24,0.0,0.0,0.0,0.0,8.80,6,Malachi Corley,WR,NYJ
Jakobi Meyers WR - LV,PIT,0.68,0.0,0.0,1.2,0.0,3.42,38.64,0.23,0.0,0.0,0.0,0.06,8.69,6,Jakobi Meyers,WR,LV
Curtis Samuel WR - BUF Q,@NYJ,0.0,0.0,0.0,5.06,0.06,3.27,34.4,0.18,0.0,0.0,0.0,0.06,8.54,6,Curtis Samuel,WR,BUF
Adonai Mitchell WR - IND,@TEN,0.0,0.0,0.0,0.47,0.0,2.95,38.58,0.24,0.0,0.0,0.0,0.0,8.30,6,Adonai Mitchell,WR,IND
Roman Wilson WR - PIT Q,@LV,0.0,0.0,0.0,1.66,0.0,2.86,38.47,0.23,0.0,0.0,0.0,0.0,8.25,6,Roman Wilson,WR,PIT
Troy Franklin WR - DEN,LAC,0.0,0.0,0.0,0.34,0.0,2.96,36.62,0.23,0.0,0.0,0.0,0.0,8.04,6,Troy Franklin,WR,DEN
Wan'Dale Robinson WR - NYG,CIN,0.0,0.0,0.0,3.07,0.0,3.23,33.07,0.22,0.0,0.0,0.0,0.06,8.04,6,Wan'Dale Robinson,WR,NYG
Ja'Lynn Polk WR - NE,HOU,0.0,0.0,0.0,0.79,0.0,3.03,35.95,0.22,0.0,0.0,0.0,0.0,8.02,6,Ja'Lynn Polk,WR,NE
Adam Thielen WR - CAR,ATL,0.0,0.0,0.0,0.33,0.0,3.36,33.48,0.22,0.0,0.0,0.0,0.05,7.96,6,Adam Thielen,WR,CAR
Darnell Mooney WR - ATL,@CAR,0.0,0.0,0.0,0.77,0.0,2.74,36.75,0.24,0.0,0.0,0.0,0.0,7.93,6,Darnell Mooney,WR,ATL
Rashod Bateman WR - BAL,WAS,0.0,0.0,0.0,0.32,0.0,2.78,35.33,0.25,0.0,0.0,0.0,0.0,7.85,6,Rashod Bateman,WR,BAL
Quentin Johnston WR - LAC,@DEN,0.0,0.0,0.0,0.35,0.0,2.86,35.78,0.23,0.0,0.0,0.0,0.0,7.85,6,Quentin Johnston,WR,LAC
Michael Wilson WR - ARI,@GB,0.0,0.0,0.0,0.28,0.0,2.72,36.39,0.23,0.0,0.0,0.0,0.0,7.77,6,Michael Wilson,WR,ARI
Marvin Mims Jr. WR - DEN View News,LAC,0.0,0.0,0.0,1.65,0.0,2.62,35.32,0.17,0.06,0.0,0.0,0.0,7.70,6,Marvin Mims Jr.,WR,DEN
Jermaine Burton WR - CIN,@NYG,0.0,0.0,0.0,0.61,0.0,2.68,33.9,0.24,0.0,0.0,0.0,0.0,7.57,6,Jermaine Burton,WR,CIN
Devontez Walker WR - BAL,WAS,0.0,0.0,0.0,0.57,0.0,2.71,33.05,0.25,0.0,0.0,0.0,0.0,7.57,6,Devontez Walker,WR,BAL
