Player,Opp,Yds,TD,Int,Yds,TD,Rec,Yds,TD,TD,FumTD,2PT,Lost,Points,Week,Name,_position,_team
Nick Chubb RB - CLE PUP View News,KC,0.0,0.0,0.0,58.06,0.5,1.38,10.71,0.1,0.0,0.0,0.0,0.07,11.72,15,Nick Chubb,RB,CLE
Alvin Kamara RB - NO,WAS,0.0,0.0,0.0,41.33,0.23,3.21,23.85,0.12,0.0,0.0,0.0,0.06,11.71,15,Alvin Kamara,RB,NO
Aaron Jones RB - MIN,CHI,0.0,0.0,0.0,51.65,0.35,2.14,15.84,0.12,0.0,0.0,0.0,0.06,11.59,15,Aaron Jones,RB,MIN
James Conner RB - ARI,NE,0.0,0.0,0.0,52.79,0.42,1.97,14.65,0.06,0.0,0.0,0.0,0.06,11.47,15,James Conner,RB,ARI
Kenneth Walker III RB - SEA,GB,0.0,0.0,0.0,57.36,0.41,1.69,12.5,0.06,0.0,0.0,0.0,0.06,11.38,15,Kenneth Walker III,RB,SEA
David Montgomery RB - DET,BUF,0.0,0.0,0.0,55.97,0.56,1.22,9,0.06,0.0,0.0,0.0,0.06,11.32,15,David Montgomery,RB,DET
D'Andre Swift RB - CHI,@MIN,0.0,0.0,0.0,47.77,0.36,2.19,16.02,0.06,0.0,0.0,0.0,0.06,10.97,15,D'Andre Swift,RB,CHI
Najee Harris RB - PIT,@PHI,0.0,0.0,0.0,52.93,0.4,1.58,11.25,0.06,0.0,0.0,0.0,0.06,10.64,15,Najee Harris,RB,PIT
Rhamondre Stevenson RB - NE,@ARI,0.0,0.0,0.0,50.82,0.34,1.82,13.43,0.06,0.0,0.0,0.0,0.06,10.53,15,Rhamondre Stevenson,RB,NE
Devin Singletary RB - NYG,BAL,0.0,0.0,0.0,51.68,0.27,1.99,14.18,0.06,0.0,0.0,0.0,0.05,10.46,15,Devin Singletary,RB,NYG
Ezekiel Elliott RB - DAL,@CAR,0.0,0.0,0.0,45.06,0.43,1.8,12.91,0.06,0.0,0.0,0.0,0.06,10.42,15,Ezekiel Elliott,RB,DAL
Zamir White RB - LV,ATL,0.0,0.0,0.0,52.04,0.35,1.66,12.11,0.06,0.0,0.0,0.0,0.06,10.42,15,Zamir White,RB,LV
Jonathon Brooks RB - CAR NFI-R View News,DAL,0.0,0.0,0.0,45.88,0.31,2.05,15.31,0.06,0.0,0.0,0.0,0.06,10.27,15,Jonathon Brooks,RB,CAR
Zack Moss RB - CIN,@TEN,0.0,0.0,0.0,44.12,0.37,1.85,13.61,0.06,0.0,0.0,0.0,0.0,10.20,15,Zack Moss,RB,CIN
Javonte Williams RB - DEN,IND,0.0,0.0,0.0,49.81,0.3,1.79,12.94,0.05,0.0,0.0,0.0,0.06,10.05,15,Javonte Williams,RB,DEN
Jaylen Warren RB - PIT Q,@PHI,0.0,0.0,0.0,38.77,0.23,2.37,17.45,0.12,0.0,0.0,0.0,0.06,9.97,15,Jaylen Warren,RB,PIT
Tony Pollard RB - TEN,CIN,0.0,0.0,0.0,48.39,0.28,1.75,13.05,0.06,0.0,0.0,0.0,0.06,9.81,15,Tony Pollard,RB,TEN
Tyjae Spears RB - TEN,CIN,0.0,0.0,0.0,34.42,0.23,2.53,18.47,0.12,0.0,0.0,0.0,0.06,9.80,15,Tyjae Spears,RB,TEN
Raheem Mostert RB - MIA,@HOU,0.0,0.0,0.0,44.71,0.42,1.46,10.76,0.06,0.0,0.0,0.0,0.06,9.77,15,Raheem Mostert,RB,MIA
Chase Brown RB - CIN,@TEN,0.0,0.0,0.0,38.7,0.25,2.21,16.91,0.06,0.0,0.0,0.0,0.0,9.63,15,Chase Brown,RB,CIN
Gus Edwards RB - LAC,TB,0.0,0.0,0.0,49.7,0.41,1,7.39,0.06,0.0,0.0,0.0,0.06,9.41,15,Gus Edwards,RB,LAC
Austin Ekeler RB - WAS,@NO,0.0,0.0,0.0,30.54,0.22,2.39,18.06,0.11,0.0,0.0,0.0,0.06,9.11,15,Austin Ekeler,RB,WAS
Zach Charbonnet RB - SEA Q,GB,0.0,0.0,0.0,34.15,0.24,1.93,14.07,0.06,0.0,0.0,0.0,0.06,8.43,15,Zach Charbonnet,RB,SEA
Brian Robinson RB - WAS,@NO,0.0,0.0,0.0,39.37,0.29,1.21,8.94,0.05,0.0,0.0,0.0,0.05,7.98,15,Brian Robinson,RB,WAS
Jerome Ford RB - CLE,KC,0.0,0.0,0.0,28.1,0.23,1.99,14.36,0.06,0.0,0.0,0.0,0.06,7.86,15,Jerome Ford,RB,CLE
Trey Benson RB - ARI,NE,0.0,0.0,0.0,32.42,0.24,1.23,8.92,0.06,0.0,0.0,0.0,0.06,7.04,15,Trey Benson,RB,ARI
Blake Corum RB - LAR,@SF,0.0,0.0,0.0,27.4,0.23,1.15,8.32,0.06,0.0,0.0,0.0,0.06,6.34,15,Blake Corum,RB,LAR
Ty Chandler RB - MIN,CHI,0.0,0.0,0.0,27.44,0.18,1.28,9.69,0.06,0.0,0.0,0.0,0.06,6.31,15,Ty Chandler,RB,MIN
Antonio Gibson RB - NE,@ARI,0.0,0.0,0.0,19.02,0.11,1.96,14.59,0.06,0.0,0.0,0.0,0.06,6.22,15,Antonio Gibson,RB,NE
Jaleel McLaughlin RB - DEN,IND,0.0,0.0,0.0,27.72,0.17,1.25,9.03,0.06,0.0,0.0,0.0,0.06,6.19,15,Jaleel McLaughlin,RB,DEN
Tyler Allgeier RB - ATL,@LV,0.0,0.0,0.0,31.06,0.18,1.01,7.27,0.06,0.0,0.0,0.0,0.06,6.16,15,Tyler Allgeier,RB,ATL
Chuba Hubbard RB - CAR View News,DAL,0.0,0.0,0.0,29.37,0.2,1.02,7.3,0.05,0.0,0.0,0.0,0.05,6.09,15,Chuba Hubbard,RB,CAR
Rico Dowdle RB - DAL,@CAR,0.0,0.0,0.0,25.38,0.18,1.19,8.64,0.06,0.0,0.0,0.0,0.0,6.03,15,Rico Dowdle,RB,DAL
Kendre Miller RB - NO IR View News,WAS,0.0,0.0,0.0,25.01,0.18,1.1,7.9,0.06,0.0,0.0,0.0,0.06,5.71,15,Kendre Miller,RB,NO
Khalil Herbert RB - CHI,@MIN,0.0,0.0,0.0,27.26,0.18,0.64,4.69,0.06,0.0,0.0,0.0,0.06,5.16,15,Khalil Herbert,RB,CHI
Christian McCaffrey RB - SF Q,@MIA,0.0,0.0,0.0,75.36,0.67,4.16,32.84,0.24,0.0,0.0,0.0,0.12,20.20,16,Christian McCaffrey,RB,SF
Breece Hall RB - NYJ,LAR,0.0,0.0,0.0,74.3,0.55,3.45,25.56,0.13,0.0,0.0,0.0,0.12,17.28,16,Breece Hall,RB,NYJ
Bijan Robinson RB - ATL,NYG,0.0,0.0,0.0,69.48,0.48,2.81,21.25,0.12,0.0,0.0,0.0,0.12,15.24,16,Bijan Robinson,RB,ATL
Jonathan Taylor RB - IND,TEN,0.0,0.0,0.0,74.31,0.61,1.94,14.79,0.06,0.0,0.0,0.0,0.12,14.63,16,Jonathan Taylor,RB,IND
Saquon Barkley RB - PHI,@WAS,0.0,0.0,0.0,69.77,0.42,2.65,19.93,0.12,0.0,0.0,0.0,0.12,14.62,16,Saquon Barkley,RB,PHI
Jahmyr Gibbs RB - DET Q,@CHI,0.0,0.0,0.0,57.08,0.42,3.23,23.88,0.12,0.0,0.0,0.0,0.06,14.45,16,Jahmyr Gibbs,RB,DET
Isiah Pacheco RB - KC,HOU,0.0,0.0,0.0,62.07,0.5,2.52,18.66,0.12,0.0,0.0,0.0,0.06,14.19,16,Isiah Pacheco,RB,KC
Josh Jacobs RB - GB,NO,0.0,0.0,0.0,65.36,0.5,2.21,16.14,0.06,0.0,0.0,0.0,0.06,13.60,16,Josh Jacobs,RB,GB
Kyren Williams RB - LAR View News,@NYJ,0.0,0.0,0.0,60.32,0.51,2.24,16.61,0.06,0.0,0.0,0.0,0.11,13.13,16,Kyren Williams,RB,LAR
Travis Etienne RB - JAX,@LV,0.0,0.0,0.0,59.31,0.41,2.62,19.5,0.06,0.0,0.0,0.0,0.12,13.08,16,Travis Etienne,RB,JAX
Derrick Henry RB - BAL,PIT,0.0,0.0,0.0,67.83,0.65,1.18,8.59,0.06,0.0,0.0,0.0,0.06,12.96,16,Derrick Henry,RB,BAL
James Cook RB - BUF,NE,0.0,0.0,0.0,56.74,0.31,2.54,19.64,0.13,0.0,0.0,0.0,0.06,12.70,16,James Cook,RB,BUF
Rachaad White RB - TB,@DAL,0.0,0.0,0.0,52.6,0.34,2.81,20.82,0.11,0.0,0.0,0.0,0.11,12.63,16,Rachaad White,RB,TB
De'Von Achane RB - MIA,SF,0.0,0.0,0.0,50.59,0.42,2.31,17.78,0.12,0.0,0.0,0.0,0.06,12.27,16,De'Von Achane,RB,MIA
Kenneth Walker III RB - SEA,MIN,0.0,0.0,0.0,58.11,0.42,1.71,12.67,0.06,0.0,0.0,0.0,0.06,11.55,16,Kenneth Walker III,RB,SEA
Nick Chubb RB - CLE PUP View News,@CIN,0.0,0.0,0.0,57.28,0.49,1.36,10.56,0.1,0.0,0.0,0.0,0.07,11.54,16,Nick Chubb,RB,CLE
Aaron Jones RB - MIN,@SEA,0.0,0.0,0.0,50.97,0.35,2.11,15.63,0.12,0.0,0.0,0.0,0.06,11.47,16,Aaron Jones,RB,MIN
James Conner RB - ARI,@CAR,0.0,0.0,0.0,52.34,0.42,1.95,14.53,0.06,0.0,0.0,0.0,0.06,11.40,16,James Conner,RB,ARI
Alvin Kamara RB - NO,@GB,0.0,0.0,0.0,39.51,0.22,3.07,22.8,0.11,0.0,0.0,0.0,0.06,11.16,16,Alvin Kamara,RB,NO
Joe Mixon RB - HOU,@KC,0.0,0.0,0.0,51.29,0.34,2.06,15.09,0.06,0.0,0.0,0.0,0.06,10.98,16,Joe Mixon,RB,HOU
Jonathon Brooks RB - CAR NFI-R View News,ARI,0.0,0.0,0.0,48.92,0.33,2.18,16.32,0.07,0.0,0.0,0.0,0.07,10.96,16,Jonathon Brooks,RB,CAR
David Montgomery RB - DET,@CHI,0.0,0.0,0.0,53.88,0.54,1.18,8.67,0.06,0.0,0.0,0.0,0.06,10.92,16,David Montgomery,RB,DET
D'Andre Swift RB - CHI,DET,0.0,0.0,0.0,47.35,0.35,2.17,15.88,0.06,0.0,0.0,0.0,0.06,10.83,16,D'Andre Swift,RB,CHI
Devin Singletary RB - NYG,@ATL,0.0,0.0,0.0,52.9,0.28,2.04,14.51,0.06,0.0,0.0,0.0,0.06,10.70,16,Devin Singletary,RB,NYG
Ezekiel Elliott RB - DAL,TB,0.0,0.0,0.0,45.25,0.43,1.81,12.97,0.06,0.0,0.0,0.0,0.06,10.45,16,Ezekiel Elliott,RB,DAL
Zamir White RB - LV,JAX,0.0,0.0,0.0,52.04,0.35,1.66,12.11,0.06,0.0,0.0,0.0,0.06,10.42,16,Zamir White,RB,LV
Najee Harris RB - PIT,@BAL,0.0,0.0,0.0,50.29,0.38,1.5,10.69,0.05,0.0,0.0,0.0,0.05,10.08,16,Najee Harris,RB,PIT
Zack Moss RB - CIN,CLE,0.0,0.0,0.0,43.57,0.36,1.82,13.43,0.06,0.0,0.0,0.0,0.0,10.04,16,Zack Moss,RB,CIN
Rhamondre Stevenson RB - NE,@BUF,0.0,0.0,0.0,48.72,0.32,1.75,12.87,0.05,0.0,0.0,0.0,0.05,10.03,16,Rhamondre Stevenson,RB,NE
Raheem Mostert RB - MIA,SF,0.0,0.0,0.0,45.1,0.42,1.47,10.85,0.06,0.0,0.0,0.0,0.06,9.83,16,Raheem Mostert,RB,MIA
Tony Pollard RB - TEN,@IND,0.0,0.0,0.0,48.39,0.28,1.75,13.05,0.06,0.0,0.0,0.0,0.06,9.81,16,Tony Pollard,RB,TEN
Tyjae Spears RB - TEN,@IND,0.0,0.0,0.0,34.42,0.23,2.53,18.47,0.12,0.0,0.0,0.0,0.06,9.80,16,Tyjae Spears,RB,TEN
Javonte Williams RB - DEN,@LAC,0.0,0.0,0.0,48.46,0.29,1.74,12.59,0.05,0.0,0.0,0.0,0.06,9.77,16,Javonte Williams,RB,DEN
Gus Edwards RB - LAC,DEN,0.0,0.0,0.0,50.35,0.42,1.02,7.48,0.06,0.0,0.0,0.0,0.06,9.56,16,Gus Edwards,RB,LAC
Chase Brown RB - CIN,CLE,0.0,0.0,0.0,38.21,0.24,2.18,16.7,0.06,0.0,0.0,0.0,0.0,9.47,16,Chase Brown,RB,CIN
Jaylen Warren RB - PIT Q,@BAL,0.0,0.0,0.0,36.84,0.22,2.25,16.58,0.11,0.0,0.0,0.0,0.05,9.47,16,Jaylen Warren,RB,PIT
Austin Ekeler RB - WAS,PHI,0.0,0.0,0.0,31.39,0.23,2.46,18.56,0.11,0.0,0.0,0.0,0.06,9.38,16,Austin Ekeler,RB,WAS
Zach Charbonnet RB - SEA Q,MIN,0.0,0.0,0.0,34.59,0.24,1.95,14.26,0.06,0.0,0.0,0.0,0.06,8.52,16,Zach Charbonnet,RB,SEA
Brian Robinson RB - WAS,PHI,0.0,0.0,0.0,40.72,0.34,1.25,9.2,0.06,0.0,0.0,0.0,0.06,8.52,16,Brian Robinson,RB,WAS
Jerome Ford RB - CLE,@CIN,0.0,0.0,0.0,27.73,0.23,1.96,14.17,0.06,0.0,0.0,0.0,0.06,7.77,16,Jerome Ford,RB,CLE
Trey Benson RB - ARI,@CAR,0.0,0.0,0.0,32.14,0.24,1.22,8.85,0.06,0.0,0.0,0.0,0.06,7.00,16,Trey Benson,RB,ARI
Blake Corum RB - LAR,@NYJ,0.0,0.0,0.0,28.41,0.23,1.19,8.62,0.06,0.0,0.0,0.0,0.06,6.51,16,Blake Corum,RB,LAR
Chuba Hubbard RB - CAR View News,ARI,0.0,0.0,0.0,31.32,0.21,1.09,7.78,0.05,0.0,0.0,0.0,0.05,6.46,16,Chuba Hubbard,RB,CAR
Tyler Allgeier RB - ATL,NYG,0.0,0.0,0.0,31.74,0.18,1.04,7.43,0.06,0.0,0.0,0.0,0.06,6.28,16,Tyler Allgeier,RB,ATL
Ty Chandler RB - MIN,@SEA,0.0,0.0,0.0,27.08,0.17,1.27,9.56,0.06,0.0,0.0,0.0,0.06,6.19,16,Ty Chandler,RB,MIN
Rico Dowdle RB - DAL,TB,0.0,0.0,0.0,25.48,0.19,1.2,8.68,0.06,0.0,0.0,0.0,0.0,6.12,16,Rico Dowdle,RB,DAL
Jaleel McLaughlin RB - DEN,@LAC,0.0,0.0,0.0,26.97,0.17,1.22,8.79,0.06,0.0,0.0,0.0,0.06,6.06,16,Jaleel McLaughlin,RB,DEN
Antonio Gibson RB - NE,@BUF,0.0,0.0,0.0,18.23,0.11,1.88,13.99,0.05,0.0,0.0,0.0,0.05,5.96,16,Antonio Gibson,RB,NE
Kendre Miller RB - NO IR View News,@GB,0.0,0.0,0.0,23.9,0.17,1.05,7.55,0.06,0.0,0.0,0.0,0.06,5.46,16,Kendre Miller,RB,NO
Kimani Vidal RB - LAC,DEN,0.0,0.0,0.0,23.49,0.18,1.02,7.54,0.0,0.0,0.0,0.0,0.0,5.20,16,Kimani Vidal,RB,LAC
Christian McCaffrey RB - SF Q,DET,0.0,0.0,0.0,77.91,0.7,4.3,33.95,0.25,0.0,0.0,0.0,0.13,20.93,17,Christian McCaffrey,RB,SF
Breece Hall RB - NYJ,@BUF,0.0,0.0,0.0,69.61,0.51,3.23,23.94,0.12,0.0,0.0,0.0,0.11,16.15,17,Breece Hall,RB,NYJ
Bijan Robinson RB - ATL,@WAS,0.0,0.0,0.0,68.88,0.48,2.79,21.07,0.12,0.0,0.0,0.0,0.12,15.15,17,Bijan Robinson,RB,ATL
Saquon Barkley RB - PHI,DAL,0.0,0.0,0.0,70.37,0.43,2.67,20.11,0.12,0.0,0.0,0.0,0.12,14.78,17,Saquon Barkley,RB,PHI
Kyren Williams RB - LAR View News,ARI,0.0,0.0,0.0,65.41,0.55,2.42,18.01,0.07,0.0,0.0,0.0,0.12,14.24,17,Kyren Williams,RB,LAR
Jonathan Taylor RB - IND,@NYG,0.0,0.0,0.0,71.78,0.59,1.87,14.28,0.06,0.0,0.0,0.0,0.12,14.14,17,Jonathan Taylor,RB,IND
Jahmyr Gibbs RB - DET Q,@SF,0.0,0.0,0.0,55.61,0.41,3.15,23.27,0.12,0.0,0.0,0.0,0.06,14.10,17,Jahmyr Gibbs,RB,DET
Travis Etienne RB - JAX,TEN,0.0,0.0,0.0,61.12,0.43,2.7,20.09,0.06,0.0,0.0,0.0,0.12,13.52,17,Travis Etienne,RB,JAX
Rachaad White RB - TB,CAR,0.0,0.0,0.0,55.46,0.36,2.97,21.96,0.12,0.0,0.0,0.0,0.12,13.35,17,Rachaad White,RB,TB
Josh Jacobs RB - GB,@MIN,0.0,0.0,0.0,63.98,0.49,2.17,15.79,0.06,0.0,0.0,0.0,0.06,13.33,17,Josh Jacobs,RB,GB
Isiah Pacheco RB - KC,@PIT,0.0,0.0,0.0,58.9,0.45,2.4,17.76,0.11,0.0,0.0,0.0,0.06,13.31,17,Isiah Pacheco,RB,KC
Derrick Henry RB - BAL,@HOU,0.0,0.0,0.0,67.54,0.64,1.18,8.55,0.06,0.0,0.0,0.0,0.06,12.87,17,Derrick Henry,RB,BAL
James Cook RB - BUF,NYJ,0.0,0.0,0.0,54.4,0.3,2.44,18.83,0.12,0.0,0.0,0.0,0.06,12.16,17,James Cook,RB,BUF
Nick Chubb RB - CLE PUP View News,MIA,0.0,0.0,0.0,59.62,0.51,1.41,11,0.1,0.0,0.0,0.0,0.08,11.97,17,Nick Chubb,RB,CLE
Alvin Kamara RB - NO,LV,0.0,0.0,0.0,41.52,0.23,3.22,23.96,0.12,0.0,0.0,0.0,0.06,11.75,17,Alvin Kamara,RB,NO
De'Von Achane RB - MIA,@CLE,0.0,0.0,0.0,48.19,0.4,2.2,16.94,0.11,0.0,0.0,0.0,0.06,11.65,17,De'Von Achane,RB,MIA
Aaron Jones RB - MIN,GB,0.0,0.0,0.0,50.97,0.35,2.11,15.63,0.12,0.0,0.0,0.0,0.06,11.47,17,Aaron Jones,RB,MIN
Joe Mixon RB - HOU,BAL,0.0,0.0,0.0,52.45,0.35,2.1,15.43,0.06,0.0,0.0,0.0,0.06,11.23,17,Joe Mixon,RB,HOU
D'Andre Swift RB - CHI,SEA,0.0,0.0,0.0,48.6,0.36,2.22,16.29,0.06,0.0,0.0,0.0,0.06,11.11,17,D'Andre Swift,RB,CHI
Kenneth Walker III RB - SEA,@CHI,0.0,0.0,0.0,55.35,0.4,1.63,12.06,0.06,0.0,0.0,0.0,0.06,11.01,17,Kenneth Walker III,RB,SEA
James Conner RB - ARI,@LAR,0.0,0.0,0.0,50.29,0.4,1.87,13.96,0.06,0.0,0.0,0.0,0.06,10.94,17,James Conner,RB,ARI
Devin Singletary RB - NYG,IND,0.0,0.0,0.0,53.64,0.28,2.07,14.71,0.06,0.0,0.0,0.0,0.06,10.83,17,Devin Singletary,RB,NYG
David Montgomery RB - DET,@SF,0.0,0.0,0.0,52.49,0.53,1.15,8.44,0.06,0.0,0.0,0.0,0.06,10.66,17,David Montgomery,RB,DET
Zack Moss RB - CIN,DEN,0.0,0.0,0.0,45.24,0.38,1.89,13.95,0.06,0.0,0.0,0.0,0.0,10.45,17,Zack Moss,RB,CIN
Rhamondre Stevenson RB - NE,LAC,0.0,0.0,0.0,49.88,0.33,1.79,13.18,0.06,0.0,0.0,0.0,0.06,10.32,17,Rhamondre Stevenson,RB,NE
Jonathon Brooks RB - CAR NFI-R View News,@TB,0.0,0.0,0.0,46.1,0.31,2.05,15.38,0.06,0.0,0.0,0.0,0.06,10.30,17,Jonathon Brooks,RB,CAR
Najee Harris RB - PIT,KC,0.0,0.0,0.0,51.25,0.39,1.53,10.89,0.05,0.0,0.0,0.0,0.06,10.26,17,Najee Harris,RB,PIT
Zamir White RB - LV,@NO,0.0,0.0,0.0,50.19,0.34,1.61,11.68,0.06,0.0,0.0,0.0,0.06,10.08,17,Zamir White,RB,LV
Ezekiel Elliott RB - DAL,@PHI,0.0,0.0,0.0,42.97,0.41,1.72,12.31,0.06,0.0,0.0,0.0,0.06,9.95,17,Ezekiel Elliott,RB,DAL
Tony Pollard RB - TEN,@JAX,0.0,0.0,0.0,48.61,0.29,1.76,13.11,0.06,0.0,0.0,0.0,0.06,9.91,17,Tony Pollard,RB,TEN
Tyjae Spears RB - TEN,@JAX,0.0,0.0,0.0,34.57,0.23,2.54,18.56,0.12,0.0,0.0,0.0,0.06,9.83,17,Tyjae Spears,RB,TEN
Chase Brown RB - CIN,DEN,0.0,0.0,0.0,39.68,0.25,2.26,17.34,0.06,0.0,0.0,0.0,0.0,9.82,17,Chase Brown,RB,CIN
Javonte Williams RB - DEN,@CIN,0.0,0.0,0.0,47.78,0.28,1.72,12.41,0.05,0.0,0.0,0.0,0.05,9.62,17,Javonte Williams,RB,DEN
Jaylen Warren RB - PIT Q,KC,0.0,0.0,0.0,37.54,0.22,2.29,16.9,0.11,0.0,0.0,0.0,0.06,9.59,17,Jaylen Warren,RB,PIT
Austin Ekeler RB - WAS,ATL,0.0,0.0,0.0,31.96,0.23,2.5,18.9,0.12,0.0,0.0,0.0,0.06,9.57,17,Austin Ekeler,RB,WAS
Raheem Mostert RB - MIA,@CLE,0.0,0.0,0.0,42.97,0.4,1.4,10.34,0.06,0.0,0.0,0.0,0.06,9.37,17,Raheem Mostert,RB,MIA
Gus Edwards RB - LAC,@NE,0.0,0.0,0.0,48.82,0.4,0.99,7.26,0.06,0.0,0.0,0.0,0.06,9.24,17,Gus Edwards,RB,LAC
Brian Robinson RB - WAS,ATL,0.0,0.0,0.0,41.46,0.35,1.27,9.37,0.06,0.0,0.0,0.0,0.06,8.69,17,Brian Robinson,RB,WAS
Zach Charbonnet RB - SEA Q,@CHI,0.0,0.0,0.0,32.95,0.23,1.86,13.58,0.06,0.0,0.0,0.0,0.06,8.13,17,Zach Charbonnet,RB,SEA
Jerome Ford RB - CLE,MIA,0.0,0.0,0.0,28.87,0.2,2.03,14.45,0.05,0.0,0.0,0.0,0.05,7.76,17,Jerome Ford,RB,CLE
Blake Corum RB - LAR,ARI,0.0,0.0,0.0,30.8,0.25,1.29,9.35,0.06,0.0,0.0,0.0,0.06,7.05,17,Blake Corum,RB,LAR
Trey Benson RB - ARI,@LAR,0.0,0.0,0.0,30.88,0.23,1.17,8.5,0.06,0.0,0.0,0.0,0.06,6.73,17,Trey Benson,RB,ARI
Tyler Allgeier RB - ATL,@WAS,0.0,0.0,0.0,31.47,0.18,1.03,7.37,0.06,0.0,0.0,0.0,0.06,6.23,17,Tyler Allgeier,RB,ATL
Ty Chandler RB - MIN,GB,0.0,0.0,0.0,27.08,0.17,1.27,9.56,0.06,0.0,0.0,0.0,0.06,6.19,17,Ty Chandler,RB,MIN
Antonio Gibson RB - NE,LAC,0.0,0.0,0.0,18.67,0.11,1.93,14.32,0.06,0.0,0.0,0.0,0.05,6.15,17,Antonio Gibson,RB,NE
Chuba Hubbard RB - CAR View News,@TB,0.0,0.0,0.0,29.51,0.2,1.03,7.33,0.05,0.0,0.0,0.0,0.05,6.11,17,Chuba Hubbard,RB,CAR
Jaleel McLaughlin RB - DEN,@CIN,0.0,0.0,0.0,26.59,0.16,1.2,8.67,0.05,0.0,0.0,0.0,0.05,5.89,17,Jaleel McLaughlin,RB,DEN
Rico Dowdle RB - DAL,@PHI,0.0,0.0,0.0,24.2,0.18,1.13,8.24,0.06,0.0,0.0,0.0,0.0,5.81,17,Rico Dowdle,RB,DAL
Kendre Miller RB - NO IR View News,LV,0.0,0.0,0.0,25.12,0.18,1.11,7.93,0.06,0.0,0.0,0.0,0.06,5.74,17,Kendre Miller,RB,NO
Khalil Herbert RB - CHI,SEA,0.0,0.0,0.0,27.74,0.18,0.65,4.77,0.06,0.0,0.0,0.0,0.06,5.22,17,Khalil Herbert,RB,CHI
Christian McCaffrey RB - SF Q,@ARI,0.0,0.0,0.0,73.45,0.66,4.05,32,0.24,0.0,0.0,0.0,0.12,19.76,18,Christian McCaffrey,RB,SF
Breece Hall RB - NYJ,MIA,0.0,0.0,0.0,72.74,0.53,3.37,25.02,0.12,0.0,0.0,0.0,0.12,16.81,18,Breece Hall,RB,NYJ
Bijan Robinson RB - ATL,CAR,0.0,0.0,0.0,71.25,0.5,2.88,21.79,0.12,0.0,0.0,0.0,0.12,15.66,18,Bijan Robinson,RB,ATL
Jahmyr Gibbs RB - DET Q,MIN,0.0,0.0,0.0,59.29,0.44,3.36,24.81,0.12,0.0,0.0,0.0,0.06,15.01,18,Jahmyr Gibbs,RB,DET
Saquon Barkley RB - PHI,NYG,0.0,0.0,0.0,69.77,0.42,2.65,19.93,0.12,0.0,0.0,0.0,0.12,14.62,18,Saquon Barkley,RB,PHI
Jonathan Taylor RB - IND,JAX,0.0,0.0,0.0,73.68,0.6,1.92,14.66,0.06,0.0,0.0,0.0,0.12,14.47,18,Jonathan Taylor,RB,IND
Kyren Williams RB - LAR View News,SEA,0.0,0.0,0.0,64.6,0.54,2.39,17.79,0.07,0.0,0.0,0.0,0.12,14.05,18,Kyren Williams,RB,LAR
Josh Jacobs RB - GB,CHI,0.0,0.0,0.0,64.73,0.49,2.21,15.97,0.06,0.0,0.0,0.0,0.06,13.46,18,Josh Jacobs,RB,GB
Isiah Pacheco RB - KC,@DEN,0.0,0.0,0.0,58.9,0.45,2.4,17.76,0.11,0.0,0.0,0.0,0.06,13.31,18,Isiah Pacheco,RB,KC
Rachaad White RB - TB,NO,0.0,0.0,0.0,54.27,0.35,2.9,21.48,0.12,0.0,0.0,0.0,0.12,13.06,18,Rachaad White,RB,TB
Derrick Henry RB - BAL,CLE,0.0,0.0,0.0,68.12,0.65,1.19,8.62,0.06,0.0,0.0,0.0,0.06,13.00,18,Derrick Henry,RB,BAL
Travis Etienne RB - JAX,@IND,0.0,0.0,0.0,58.28,0.41,2.57,19.16,0.06,0.0,0.0,0.0,0.12,12.89,18,Travis Etienne,RB,JAX
James Cook RB - BUF,@NE,0.0,0.0,0.0,54.4,0.3,2.44,18.83,0.12,0.0,0.0,0.0,0.06,12.16,18,James Cook,RB,BUF
De'Von Achane RB - MIA,@NYJ,0.0,0.0,0.0,47.98,0.4,2.19,16.86,0.11,0.0,0.0,0.0,0.06,11.61,18,De'Von Achane,RB,MIA
Joe Mixon RB - HOU,@TEN,0.0,0.0,0.0,53.84,0.36,2.16,15.84,0.06,0.0,0.0,0.0,0.06,11.53,18,Joe Mixon,RB,HOU
Nick Chubb RB - CLE PUP View News,@BAL,0.0,0.0,0.0,56.24,0.48,1.33,10.37,0.1,0.0,0.0,0.0,0.07,11.33,18,Nick Chubb,RB,CLE
David Montgomery RB - DET,MIN,0.0,0.0,0.0,55.97,0.56,1.22,9,0.06,0.0,0.0,0.0,0.06,11.32,18,David Montgomery,RB,DET
Alvin Kamara RB - NO,@TB,0.0,0.0,0.0,39.69,0.22,3.08,22.9,0.11,0.0,0.0,0.0,0.06,11.20,18,Alvin Kamara,RB,NO
Aaron Jones RB - MIN,@DET,0.0,0.0,0.0,50.05,0.34,2.07,15.35,0.11,0.0,0.0,0.0,0.06,11.19,18,Aaron Jones,RB,MIN
Kenneth Walker III RB - SEA,@LAR,0.0,0.0,0.0,55.1,0.4,1.62,12.01,0.06,0.0,0.0,0.0,0.06,10.97,18,Kenneth Walker III,RB,SEA
Najee Harris RB - PIT,CIN,0.0,0.0,0.0,53.17,0.4,1.59,11.3,0.06,0.0,0.0,0.0,0.06,10.68,18,Najee Harris,RB,PIT
James Conner RB - ARI,SF,0.0,0.0,0.0,48.92,0.39,1.82,13.58,0.06,0.0,0.0,0.0,0.06,10.65,18,James Conner,RB,ARI
