Player,Opp,FGM,FGA,FG0_19,FG20_29,FG30_39,FG40_49,FG50,XPM,XPA,Points,Made,0-19,20-29,30-39,40-49,50+,Week,Name,_position,_team
Brandon AubreyK - DAL,ARI,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,9,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,@TEN,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,9,Cameron Dicker,K,LAC
Jake BatesK - DET,MIN,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,9,Jake Bates,K,DET
Harrison ButkerK - KC,@BUF,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,9,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,DEN,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,9,Ka'imi Fairbairn,K,HOU
Chris BoswellK - PIT,IND,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,9,Chris Boswell,K,PIT
Tyler LoopK - BALView News,@MIA,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,9,Tyler Loop,K,BAL
Tyler BassK - BUFQ,KC,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,9,Tyler Bass,K,BUFQ
Matt GayK - WAS,SEA,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,9,Matt Gay,K,WAS
Daniel CarlsonK - LV,JAX,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,9,Daniel Carlson,K,LV
Evan McPhersonK - CIN,CHI,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,9,Evan McPherson,K,CIN
Will ReichardK - MIN,@DET,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,9,Will Reichard,K,MIN
Wil LutzK - DEN,@HOU,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,9,Wil Lutz,K,DEN
Brandon McManusK - GB,CAR,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,9,Brandon McManus,K,GB
Younghoe KooK - ATL,@NE,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,9,Younghoe Koo,K,ATL
Joshua KartyK - LAR,NO,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,9,Joshua Karty,K,LAR
Cam LittleK - JAX,@LV,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,9,Cam Little,K,JAX
Jake MoodyK - SFView News,@NYG,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,9,Jake Moody,K,SF
Jason SandersK - MIA,BAL,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,9,Jason Sanders,K,MIA
Chad RylandK - ARI,@DAL,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,9,Chad Ryland,K,ARI
Cairo SantosK - CHI,@CIN,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,9,Cairo Santos,K,CHI
Jason MyersK - SEA,@WAS,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,9,Jason Myers,K,SEA
Blake GrupeK - NO,@LAR,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,9,Blake Grupe,K,NO
Spencer ShraderK - INDView News,@PIT,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,9,Spencer Shrader,K,IND
Matthew WrightK - CAR,@GB,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,9,Matthew Wright,K,CAR
Matthew WrightK - CAR,@GB,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,9,Matthew Wright,K,CAR
Andy BorregalesK - NE,ATL,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,9,Andy Borregales,K,NE
Joey SlyeK - TEN,LAC,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,9,Joey Slye,K,TEN
Graham GanoK - NYG,SF,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,9,Graham Gano,K,NYG
John Parker RomoK - NE,ATL,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,9,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,@GB,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,9,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Caden Davis,K,BUF
Jude McAtamneyK - NYG,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Jude McAtamney,K,NYG
Ben SaulsK - PIT,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Ben Sauls,K,PIT
Charlie SmythK - NO,@LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Charlie Smyth,K,NO
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Ryan Coe,K,
Jake ElliottK - PHI,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Jake Elliott,K,PHI
Nick FolkK - NYJ,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Nick Folk,K,NYJ
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Alex Hale,K,
Dustin HopkinsK - CLEView News,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Dustin Hopkins,K,CLE
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Jonathan Kim,K,
Lenny KriegK - ATL,@NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Lenny Krieg,K,ATL
Chase McLaughlinK - TB,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Chase McLaughlin,K,TB
Mark McNameeK - GB,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Mark McNamee,K,GB
Harrison MevisK - NYJ,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Harrison Mevis,K,NYJ
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,9,Riley Patterson,K,
Cameron DickerK - LAC,PIT,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,10,Cameron Dicker,K,LAC
Jake BatesK - DET,@WAS,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,10,Jake Bates,K,DET
Ka'imi FairbairnK - HOU,JAX,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,10,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,NE,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,10,Chase McLaughlin,K,TB
Chris BoswellK - PIT,@LAC,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,10,Chris Boswell,K,PIT
Tyler LoopK - BALView News,@MIN,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,10,Tyler Loop,K,BAL
Tyler BassK - BUFQ,@MIA,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,10,Tyler Bass,K,BUFQ
Matt GayK - WAS,DET,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,10,Matt Gay,K,WAS
Daniel CarlsonK - LV,@DEN,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,10,Daniel Carlson,K,LV
Will ReichardK - MIN,BAL,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,10,Will Reichard,K,MIN
Wil LutzK - DEN,LV,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,10,Wil Lutz,K,DEN
Jake ElliottK - PHI,@GB,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,10,Jake Elliott,K,PHI
Brandon McManusK - GB,PHI,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,10,Brandon McManus,K,GB
Younghoe KooK - ATL,@IND,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,10,Younghoe Koo,K,ATL
Joshua KartyK - LAR,@SF,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,10,Joshua Karty,K,LAR
Cam LittleK - JAX,@HOU,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,10,Cam Little,K,JAX
Jake MoodyK - SFView News,LAR,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,10,Jake Moody,K,SF
Jason SandersK - MIA,BUF,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,10,Jason Sanders,K,MIA
Chad RylandK - ARI,@SEA,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,10,Chad Ryland,K,ARI
Cairo SantosK - CHI,NYG,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,10,Cairo Santos,K,CHI
Jason MyersK - SEA,ARI,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,10,Jason Myers,K,SEA
Blake GrupeK - NO,@CAR,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,10,Blake Grupe,K,NO
Spencer ShraderK - INDView News,ATL,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,10,Spencer Shrader,K,IND
Matthew WrightK - CAR,NO,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,10,Matthew Wright,K,CAR
Andy BorregalesK - NE,@TB,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,10,Andy Borregales,K,NE
Andy BorregalesK - NE,@TB,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,10,Andy Borregales,K,NE
Graham GanoK - NYG,@CHI,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,10,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,@NYJ,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,10,Dustin Hopkins,K,CLE
John Parker RomoK - NE,@TB,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,10,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,NO,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,10,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,@MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Caden Davis,K,BUF
Nick FolkK - NYJ,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,@CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,@LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Ben Sauls,K,PIT
Charlie SmythK - NO,@CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Charlie Smyth,K,NO
Brandon AubreyK - DAL,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Brandon Aubrey,K,DAL
Harrison ButkerK - KC,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Harrison Butker,K,KC
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Jonathan Kim,K,
Lenny KriegK - ATL,@IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Lenny Krieg,K,ATL
Mark McNameeK - GB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Mark McNamee,K,GB
Evan McPhersonK - CIN,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Evan McPherson,K,CIN
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Riley Patterson,K,
Eddy PineiroK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10,Eddy Pineiro,K,
Brandon AubreyK - DAL,@LV,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,11,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,@JAX,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,11,Cameron Dicker,K,LAC
Jake BatesK - DET,@PHI,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,11,Jake Bates,K,DET
Harrison ButkerK - KC,@DEN,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,11,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,@TEN,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,11,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,@BUF,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,11,Chase McLaughlin,K,TB
Chris BoswellK - PIT,CIN,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,11,Chris Boswell,K,PIT
Tyler LoopK - BALView News,@CLE,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,11,Tyler Loop,K,BAL
Tyler BassK - BUFQ,TB,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,11,Tyler Bass,K,BUFQ
Matt GayK - WAS,@MIA,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,11,Matt Gay,K,WAS
Daniel CarlsonK - LV,DAL,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,11,Daniel Carlson,K,LV
Evan McPhersonK - CIN,@PIT,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,11,Evan McPherson,K,CIN
Will ReichardK - MIN,CHI,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,11,Will Reichard,K,MIN
Wil LutzK - DEN,KC,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,11,Wil Lutz,K,DEN
Jake ElliottK - PHI,DET,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,11,Jake Elliott,K,PHI
Brandon McManusK - GB,@NYG,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,11,Brandon McManus,K,GB
Younghoe KooK - ATL,CAR,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,11,Younghoe Koo,K,ATL
Joshua KartyK - LAR,SEA,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,11,Joshua Karty,K,LAR
Cam LittleK - JAX,LAC,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,11,Cam Little,K,JAX
Jake MoodyK - SFView News,@ARI,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,11,Jake Moody,K,SF
Jason SandersK - MIA,WAS,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,11,Jason Sanders,K,MIA
Chad RylandK - ARI,SF,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,11,Chad Ryland,K,ARI
Cairo SantosK - CHI,@MIN,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,11,Cairo Santos,K,CHI
Jason MyersK - SEA,@LAR,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,11,Jason Myers,K,SEA
Matthew WrightK - CAR,@ATL,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,11,Matthew Wright,K,CAR
Matthew WrightK - CAR,@ATL,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,11,Matthew Wright,K,CAR
Andy BorregalesK - NE,NYJ,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,11,Andy Borregales,K,NE
Joey SlyeK - TEN,HOU,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,11,Joey Slye,K,TEN
Graham GanoK - NYG,GB,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,11,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,BAL,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,11,Dustin Hopkins,K,CLE
John Parker RomoK - NE,NYJ,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,11,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,@ATL,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,11,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Caden Davis,K,BUF
Nick FolkK - NYJ,@NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,@NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Ben Sauls,K,PIT
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Zane Gonzalez,K,
Blake GrupeK - NO,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Blake Grupe,K,NO
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Jonathan Kim,K,
Lenny KriegK - ATL,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Lenny Krieg,K,ATL
Mark McNameeK - GB,@NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Riley Patterson,K,
Eddy PineiroK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Eddy Pineiro,K,
Matt PraterKQ,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11,Matt Prater,,KQ
Brandon AubreyK - DAL,PHI,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,12,Brandon Aubrey,K,DAL
Jake BatesK - DET,NYG,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,12,Jake Bates,K,DET
Harrison ButkerK - KC,IND,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,12,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,BUF,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,12,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,@LAR,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,12,Chase McLaughlin,K,TB
Chris BoswellK - PIT,@CHI,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,12,Chris Boswell,K,PIT
Tyler LoopK - BALView News,NYJ,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,12,Tyler Loop,K,BAL
Tyler BassK - BUFQ,@HOU,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,12,Tyler Bass,K,BUFQ
Daniel CarlsonK - LV,CLE,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,12,Daniel Carlson,K,LV
Evan McPhersonK - CIN,NE,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,12,Evan McPherson,K,CIN
Will ReichardK - MIN,@GB,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,12,Will Reichard,K,MIN
Jake ElliottK - PHI,@DAL,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,12,Jake Elliott,K,PHI
Brandon McManusK - GB,MIN,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,12,Brandon McManus,K,GB
Younghoe KooK - ATL,@NO,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,12,Younghoe Koo,K,ATL
Joshua KartyK - LAR,TB,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,12,Joshua Karty,K,LAR
Cam LittleK - JAX,@ARI,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,12,Cam Little,K,JAX
Jake MoodyK - SFView News,CAR,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,12,Jake Moody,K,SF
Chad RylandK - ARI,JAX,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,12,Chad Ryland,K,ARI
Cairo SantosK - CHI,PIT,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,12,Cairo Santos,K,CHI
Jason MyersK - SEA,@TEN,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,12,Jason Myers,K,SEA
Blake GrupeK - NO,ATL,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,12,Blake Grupe,K,NO
Spencer ShraderK - INDView News,@KC,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,12,Spencer Shrader,K,IND
Matthew WrightK - CAR,@SF,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,12,Matthew Wright,K,CAR
